year mo dy flow_mmd
1949 07 16 0.997898
1949 07 17 0.946282
1949 07 18 0.900402
1949 07 19 0.871727
1949 07 20 0.865992
1949 07 21 0.860257
1949 07 22 0.802906
1949 07 23 0.762761
1949 07 24 0.745556
1949 07 25 0.728351
1949 07 26 0.71688
1949 07 27 0.739821
1949 07 28 0.734086
1949 07 29 0.676735
1949 07 30 0.642325
1949 07 31 0.61365
1949 08 01 0.59071
1949 08 02 0.573504
1949 08 03 0.555152
1949 08 04 0.539094
1949 08 05 0.527624
1949 08 06 0.509272
1949 08 07 0.498375
1949 08 08 0.491493
1949 08 09 0.477729
1949 08 10 0.467406
1949 08 11 0.457083
1949 08 12 0.443319
1949 08 13 0.445613
1949 08 14 0.432996
1949 08 15 0.423246
1949 08 16 0.41407
1949 08 17 0.401453
1949 08 18 0.39285
1949 08 19 0.398586
1949 08 20 0.398586
1949 08 21 0.395718
1949 08 22 0.38138
1949 08 23 0.375645
1949 08 24 0.401453
1949 08 25 0.401453
1949 08 26 0.387115
1949 08 27 0.372778
1949 08 28 0.361308
1949 08 29 0.355573
1949 08 30 0.344103
1949 08 31 0.336074
1949 09 01 0.331486
1949 09 02 0.323456
1949 09 03 0.318295
1949 09 04 0.318295
1949 09 05 0.315427
1949 09 06 0.315427
1949 09 07 0.313133
1949 09 08 0.307972
1949 09 09 0.30281
1949 09 10 0.315427
1949 09 11 0.34697
1949 09 12 0.341235
1949 09 13 0.331486
1949 09 14 0.32575
1949 09 15 0.331486
1949 09 16 0.438157
1949 09 17 0.527624
1949 09 18 0.484611
1949 09 19 0.443319
1949 09 20 0.41407
1949 09 21 0.398586
1949 09 22 0.384248
1949 09 23 0.372778
1949 09 24 0.364175
1949 09 25 0.355573
1949 09 26 0.344103
1949 09 27 0.341809
1949 09 28 0.331486
1949 09 29 0.328618
1949 09 30 0.32575
1949 10 01 0.344103
1949 10 02 0.34697
1949 10 03 0.349838
1949 10 04 0.341809
1949 10 05 0.372778
1949 10 06 0.395718
1949 10 07 0.39285
1949 10 08 0.372778
1949 10 09 0.364175
1949 10 10 0.387115
1949 10 11 0.398586
1949 10 12 0.398586
1949 10 13 0.39285
1949 10 14 0.38138
1949 10 15 0.372778
1949 10 16 0.375645
1949 10 17 0.367043
1949 10 18 0.361308
1949 10 19 0.344103
1949 10 20 0.344103
1949 10 21 0.338941
1949 10 22 0.336074
1949 10 23 0.331486
1949 10 24 0.32575
1949 10 25 0.32575
1949 10 26 0.32575
1949 10 27 0.328618
1949 10 28 0.439878
1949 10 29 0.791436
1949 10 30 0.820111
1949 10 31 0.722616
1949 11 01 0.65953
1949 11 02 0.61365
1949 11 03 0.57121
1949 11 04 0.539094
1949 11 05 0.512713
1949 11 06 0.494934
1949 11 07 0.48117
1949 11 08 0.470847
1949 11 09 0.463965
1949 11 10 0.474288
1949 11 11 0.470847
1949 11 12 0.559167
1949 11 13 0.791436
1949 11 14 0.894667
1949 11 15 0.906137
1949 11 16 0.860257
1949 11 17 0.791436
1949 11 18 0.722616
1949 11 19 0.688205
1949 11 20 0.65953
1949 11 21 0.63659
1949 11 22 0.60218
1949 11 23 0.630855
1949 11 24 0.653795
1949 11 25 0.722616
1949 11 26 0.980692
1949 11 27 1.42229
1949 11 28 2.1105
1949 11 29 1.9155
1949 11 30 1.67463
1949 12 01 1.47964
1949 12 02 1.35347
1949 12 03 1.26744
1949 12 04 1.1298
1949 12 05 1.00937
1949 12 06 1.00937
1949 12 07 0.917607
1949 12 08 0.917607
1949 12 09 0.860257
1949 12 10 0.802906
1949 12 11 0.745556
1949 12 12 0.745556
1949 12 13 0.745556
1949 12 14 0.774231
1949 12 15 0.774231
1949 12 16 0.802906
1949 12 17 0.802906
1949 12 18 0.745556
1949 12 19 0.688205
1949 12 20 0.60218
1949 12 21 0.65953
1949 12 22 0.71688
1949 12 23 0.745556
1949 12 24 0.745556
1949 12 25 0.745556
1949 12 26 0.734086
1949 12 27 0.734086
1949 12 28 0.785701
1949 12 29 0.785701
1949 12 30 0.739821
1949 12 31 0.68247
1950 01 01 0.61365
1950 01 02 0.607915
1950 01 03 0.516154
1950 01 04 0.487479
1950 01 05 0.544829
1950 01 06 0.60218
1950 01 07 0.630855
1950 01 08 0.630855
1950 01 09 0.65953
1950 01 10 0.65953
1950 01 11 0.630855
1950 01 12 0.60218
1950 01 13 0.573504
1950 01 14 0.544829
1950 01 15 0.487479
1950 01 16 0.458803
1950 01 17 0.458803
1950 01 18 0.487479
1950 01 19 0.516154
1950 01 20 0.573504
1950 01 21 0.630855
1950 01 22 0.688205
1950 01 23 0.745556
1950 01 24 0.630855
1950 01 25 0.573504
1950 01 26 0.516154
1950 01 27 0.487479
1950 01 28 0.458803
1950 01 29 0.401453
1950 01 30 0.401453
1950 01 31 0.372778
1950 02 01 0.372778
1950 02 02 0.401453
1950 02 03 0.458803
1950 02 04 0.487479
1950 02 05 0.516154
1950 02 06 0.516154
1950 02 07 0.516154
1950 02 08 0.516154
1950 02 09 0.516154
1950 02 10 0.516154
1950 02 11 0.487479
1950 02 12 0.458803
1950 02 13 0.487479
1950 02 14 0.487479
1950 02 15 0.516154
1950 02 16 0.516154
1950 02 17 0.516154
1950 02 18 0.516154
1950 02 19 0.516154
1950 02 20 0.516154
1950 02 21 0.487479
1950 02 22 0.487479
1950 02 23 0.487479
1950 02 24 0.516154
1950 02 25 0.516154
1950 02 26 0.516154
1950 02 27 0.516154
1950 02 28 0.487479
1950 03 01 0.458803
1950 03 02 0.458803
1950 03 03 0.544829
1950 03 04 0.630855
1950 03 05 0.688205
1950 03 06 0.745556
1950 03 07 0.71688
1950 03 08 0.688205
1950 03 09 0.688205
1950 03 10 0.630855
1950 03 11 0.573504
1950 03 12 0.544829
1950 03 13 0.573504
1950 03 14 0.573504
1950 03 15 0.573504
1950 03 16 0.573504
1950 03 17 0.573504
1950 03 18 0.573504
1950 03 19 0.630855
1950 03 20 0.745556
1950 03 21 0.774231
1950 03 22 0.751291
1950 03 23 0.699675
1950 03 24 0.688205
1950 03 25 0.676735
1950 03 26 0.65953
1950 03 27 0.64806
1950 03 28 0.62512
1950 03 29 0.60218
1950 03 30 0.596445
1950 03 31 0.59071
1950 04 01 0.728351
1950 04 02 0.963487
1950 04 03 0.952017
1950 04 04 0.894667
1950 04 05 0.860257
1950 04 06 0.865992
1950 04 07 0.957752
1950 04 08 1.00937
1950 04 09 1.0151
1950 04 10 0.986428
1950 04 11 0.974957
1950 04 12 1.02657
1950 04 13 1.25024
1950 04 14 1.73198
1950 04 15 2.19652
1950 04 16 2.33416
1950 04 17 2.94208
1950 04 18 3.10839
1950 04 19 2.87899
1950 04 20 2.87326
1950 04 21 3.46397
1950 04 22 4.08335
1950 04 23 3.78513
1950 04 24 3.26897
1950 04 25 2.97075
1950 04 26 2.70694
1950 04 27 2.47754
1950 04 28 2.32269
1950 04 29 2.25961
1950 04 30 2.15638
1950 05 01 2.20226
1950 05 02 2.23667
1950 05 03 2.18505
1950 05 04 2.08756
1950 05 05 2.04741
1950 05 06 2.03021
1950 05 07 2.06462
1950 05 08 2.19652
1950 05 09 2.51768
1950 05 10 2.99369
1950 05 11 3.99733
1950 05 12 5.59167
1950 05 13 8.71727
1950 05 14 11.2407
1950 05 15 13.1906
1950 05 16 12.445
1950 05 17 11.8142
1950 05 18 10.6672
1950 05 19 8.83197
1950 05 20 6.9394
1950 05 21 6.19385
1950 05 22 8.14376
1950 05 23 11.298
1950 05 24 10.3231
1950 05 25 8.83197
1950 05 26 8.83197
1950 05 27 10.3804
1950 05 28 11.6995
1950 05 29 11.126
1950 05 30 9.52017
1950 05 31 8.54522
1950 06 01 8.83197
1950 06 02 8.37316
1950 06 03 8.14376
1950 06 04 9.97898
1950 06 05 12.7891
1950 06 06 14.9111
1950 06 07 12.5024
1950 06 08 9.40547
1950 06 09 7.39821
1950 06 10 6.30855
1950 06 11 6.76735
1950 06 12 11.126
1950 06 13 13.7641
1950 06 14 13.5347
1950 06 15 12.8465
1950 06 16 13.8788
1950 06 17 14.2803
1950 06 18 13.5921
1950 06 19 13.3053
1950 06 20 14.1082
1950 06 21 15.5993
1950 06 22 16.6316
1950 06 23 14.7391
1950 06 24 11.8142
1950 06 25 10.3804
1950 06 26 8.94667
1950 06 27 8.25846
1950 06 28 8.94667
1950 06 29 10.2657
1950 06 30 11.6421
1950 07 01 12.8465
1950 07 02 12.3303
1950 07 03 11.4701
1950 07 04 10.5525
1950 07 05 10.0937
1950 07 06 9.46282
1950 07 07 8.94667
1950 07 08 8.14376
1950 07 09 7.28351
1950 07 10 6.99675
1950 07 11 6.42325
1950 07 12 5.33359
1950 07 13 4.70847
1950 07 14 4.41025
1950 07 15 4.26687
1950 07 16 4.35863
1950 07 17 4.04321
1950 07 18 3.67043
1950 07 19 3.48691
1950 07 20 3.69337
1950 07 21 3.56146
1950 07 22 3.25177
1950 07 23 3.10839
1950 07 24 3.0109
1950 07 25 2.80444
1950 07 26 2.63812
1950 07 27 2.51768
1950 07 28 2.41445
1950 07 29 2.39725
1950 07 30 2.3399
1950 07 31 2.19652
1950 08 01 1.9958
1950 08 02 1.84668
1950 08 03 1.72625
1950 08 04 1.67463
1950 08 05 1.73198
1950 08 06 1.77786
1950 08 07 2.15638
1950 08 08 1.94991
1950 08 09 1.69757
1950 08 10 1.62875
1950 08 11 1.51405
1950 08 12 1.44523
1950 08 13 1.38215
1950 08 14 1.31333
1950 08 15 1.2445
1950 08 16 1.20436
1950 08 17 1.17568
1950 08 18 1.11833
1950 08 19 1.06672
1950 08 20 1.02084
1950 08 21 0.974957
1950 08 22 0.934812
1950 08 23 0.974957
1950 08 24 1.06672
1950 08 25 0.997898
1950 08 26 0.923342
1950 08 27 0.871727
1950 08 28 0.831581
1950 08 29 0.802906
1950 08 30 0.768496
1950 08 31 0.745556
1950 09 01 0.71688
1950 09 02 0.688205
1950 09 03 0.665265
1950 09 04 0.64806
1950 09 05 0.64806
1950 09 06 0.62512
1950 09 07 0.607915
1950 09 08 0.59071
1950 09 09 0.579239
1950 09 10 0.563181
1950 09 11 0.551138
1950 09 12 0.539094
1950 09 13 0.524183
1950 09 14 0.512713
1950 09 15 0.516727
1950 09 16 0.543109
1950 09 17 0.524183
1950 09 18 0.505831
1950 09 19 0.488052
1950 09 20 0.474288
1950 09 21 0.460524
1950 09 22 0.453642
1950 09 23 0.443319
1950 09 24 0.432996
1950 09 25 0.430128
1950 09 26 0.484611
1950 09 27 0.498375
1950 09 28 0.484611
1950 09 29 0.470847
1950 09 30 0.457083
1950 10 01 0.447333
1950 10 02 0.441025
1950 10 03 0.428408
1950 10 04 0.42554
1950 10 05 0.441025
1950 10 06 0.540241
1950 10 07 0.570637
1950 10 08 0.547123
1950 10 09 0.566622
1950 10 10 0.607915
1950 10 11 0.808641
1950 10 12 0.894667
1950 10 13 0.888932
1950 10 14 0.877462
1950 10 15 0.929077
1950 10 16 0.940547
1950 10 17 0.934812
1950 10 18 1.04951
1950 10 19 1.35347
1950 10 20 1.72051
1950 10 21 1.95565
1950 10 22 1.79507
1950 10 23 1.63449
1950 10 24 1.47964
1950 10 25 1.36494
1950 10 26 1.3248
1950 10 27 1.26744
1950 10 28 1.25024
1950 10 29 1.72051
1950 10 30 2.60944
1950 10 31 2.75856
1950 11 01 2.47754
1950 11 02 2.20226
1950 11 03 1.96138
1950 11 04 1.82374
1950 11 05 1.8983
1950 11 06 1.98433
1950 11 07 1.90977
1950 11 08 1.77786
1950 11 09 1.54846
1950 11 10 1.42803
1950 11 11 1.42803
1950 11 12 1.37641
1950 11 13 1.26744
1950 11 14 1.18715
1950 11 15 1.14127
1950 11 16 1.07819
1950 11 17 1.06098
1950 11 18 1.04378
1950 11 19 0.980692
1950 11 20 0.883197
1950 11 21 0.900402
1950 11 22 0.900402
1950 11 23 0.825846
1950 11 24 0.854522
1950 11 25 0.963487
1950 11 26 1.10113
1950 11 27 1.17568
1950 11 28 1.19289
1950 11 29 1.18142
1950 11 30 1.16995
1950 12 01 1.15274
1950 12 02 1.13554
1950 12 03 1.08392
1950 12 04 1.02084
1950 12 05 0.923342
1950 12 06 0.774231
1950 12 07 0.802906
1950 12 08 1.06098
1950 12 09 1.00363
1950 12 10 0.917607
1950 12 11 0.906137
1950 12 12 0.917607
1950 12 13 0.900402
1950 12 14 0.865992
1950 12 15 0.831581
1950 12 16 0.843051
1950 12 17 0.894667
1950 12 18 0.923342
1950 12 19 0.906137
1950 12 20 1.03231
1950 12 21 1.42803
1950 12 22 1.5542
1950 12 23 2.39725
1950 12 24 3.85395
1950 12 25 3.95145
1950 12 26 3.57867
1950 12 27 3.01663
1950 12 28 2.61518
1950 12 29 2.27108
1950 12 30 2.05315
1950 12 31 1.86962
1951 01 01 1.72051
1951 01 02 1.58287
1951 01 03 1.51979
1951 01 04 1.42803
1951 01 05 1.25597
1951 01 06 1.18715
1951 01 07 1.10686
1951 01 08 1.08966
1951 01 09 1.11833
1951 01 10 1.1298
1951 01 11 1.00363
1951 01 12 0.957752
1951 01 13 0.934812
1951 01 14 0.923342
1951 01 15 0.894667
1951 01 16 0.877462
1951 01 17 0.843051
1951 01 18 0.837316
1951 01 19 0.825846
1951 01 20 0.820111
1951 01 21 0.785701
1951 01 22 0.802906
1951 01 23 0.791436
1951 01 24 0.791436
1951 01 25 0.820111
1951 01 26 0.808641
1951 01 27 0.554579
1951 01 28 0.430128
1951 01 29 0.401453
1951 01 30 0.372778
1951 01 31 0.430128
1951 02 01 0.458803
1951 02 02 0.516154
1951 02 03 0.573504
1951 02 04 0.630855
1951 02 05 0.688205
1951 02 06 0.745556
1951 02 07 0.745556
1951 02 08 0.745556
1951 02 09 1.03231
1951 02 10 2.00727
1951 02 11 3.19442
1951 02 12 2.99369
1951 02 13 2.43166
1951 02 14 2.05888
1951 02 15 1.87536
1951 02 16 1.73772
1951 02 17 1.53126
1951 02 18 1.40509
1951 02 19 1.3248
1951 02 20 1.2273
1951 02 21 1.14701
1951 02 22 1.05525
1951 02 23 0.963487
1951 02 24 0.946282
1951 02 25 0.940547
1951 02 26 0.900402
1951 02 27 0.820111
1951 02 28 0.797171
1951 03 01 0.814376
1951 03 02 0.774231
1951 03 03 0.711145
1951 03 04 0.688205
1951 03 05 0.5368
1951 03 06 0.46798
1951 03 07 0.430128
1951 03 08 0.458803
1951 03 09 0.584974
1951 03 10 0.665265
1951 03 11 0.676735
1951 03 12 0.676735
1951 03 13 0.699675
1951 03 14 0.688205
1951 03 15 0.70541
1951 03 16 0.728351
1951 03 17 0.665265
1951 03 18 0.63659
1951 03 19 0.642325
1951 03 20 0.642325
1951 03 21 0.62512
1951 03 22 0.62512
1951 03 23 0.607915
1951 03 24 0.579239
1951 03 25 0.579239
1951 03 26 0.607915
1951 03 27 0.630855
1951 03 28 0.607915
1951 03 29 0.59071
1951 03 30 0.62512
1951 03 31 0.70541
1951 04 01 0.808641
1951 04 02 0.997898
1951 04 03 1.34774
1951 04 04 1.7836
1951 04 05 2.37431
1951 04 06 2.79297
1951 04 07 2.95355
1951 04 08 3.16001
1951 04 09 3.1428
1951 04 10 2.87899
1951 04 11 2.66106
1951 04 12 2.67827
1951 04 13 3.13707
1951 04 14 3.76219
1951 04 15 3.78513
1951 04 16 3.61881
1951 04 17 3.71057
1951 04 18 3.99159
1951 04 19 3.9113
1951 04 20 3.56146
1951 04 21 3.20015
1951 04 22 2.9134
1951 04 23 2.69547
1951 04 24 2.55209
1951 04 25 2.58077
1951 04 26 2.91914
1951 04 27 3.49838
1951 04 28 4.11203
1951 04 29 5.01243
1951 04 30 6.1365
1951 05 01 6.0218
1951 05 02 5.08125
1951 05 03 4.43892
1951 05 04 4.4676
1951 05 05 5.73504
1951 05 06 8.08641
1951 05 07 9.97898
1951 05 08 10.2084
1951 05 09 10.7245
1951 05 10 11.2407
1951 05 11 12.1583
1951 05 12 13.9362
1951 05 13 13.3053
1951 05 14 10.151
1951 05 15 8.08641
1951 05 16 7.22616
1951 05 17 7.51291
1951 05 18 8.71727
1951 05 19 8.83197
1951 05 20 8.20111
1951 05 21 7.91436
1951 05 22 8.71727
1951 05 23 10.7819
1951 05 24 12.3303
1951 05 25 11.4127
1951 05 26 9.23342
1951 05 27 8.31581
1951 05 28 8.31581
1951 05 29 7.68496
1951 05 30 6.65265
1951 05 31 5.73504
1951 06 01 4.98949
1951 06 02 4.51921
1951 06 03 4.3701
1951 06 04 4.42745
1951 06 05 4.49627
1951 06 06 4.34143
1951 06 07 4.07762
1951 06 08 3.86542
1951 06 09 3.83101
1951 06 10 4.41598
1951 06 11 5.67769
1951 06 12 6.8247
1951 06 13 7.62761
1951 06 14 8.71727
1951 06 15 10.8966
1951 06 16 12.445
1951 06 17 11.3554
1951 06 18 9.40547
1951 06 19 8.20111
1951 06 20 7.34086
1951 06 21 6.53795
1951 06 22 5.96445
1951 06 23 5.5974
1951 06 24 6.3659
1951 06 25 6.42325
1951 06 26 5.84974
1951 06 27 5.84974
1951 06 28 5.73504
1951 06 29 5.28771
1951 06 30 4.92067
1951 07 01 4.62245
1951 07 02 4.57656
1951 07 03 4.9092
1951 07 04 5.39094
1951 07 05 5.60887
1951 07 06 5.73504
1951 07 07 5.5974
1951 07 08 5.06978
1951 07 09 4.66259
1951 07 10 4.54789
1951 07 11 4.23246
1951 07 12 3.88836
1951 07 13 3.86542
1951 07 14 3.93424
1951 07 15 4.00306
1951 07 16 3.88836
1951 07 17 3.6819
1951 07 18 3.50411
1951 07 19 3.3378
1951 07 20 3.09692
1951 07 21 2.81017
1951 07 22 2.52915
1951 07 23 2.31696
1951 07 24 2.16785
1951 07 25 2.05888
1951 07 26 2.00153
1951 07 27 1.89256
1951 07 28 1.77213
1951 07 29 1.70331
1951 07 30 1.62302
1951 07 31 1.52552
1951 08 01 1.44523
1951 08 02 1.39362
1951 08 03 1.31333
1951 08 04 1.26171
1951 08 05 1.20436
1951 08 06 1.13554
1951 08 07 1.07819
1951 08 08 1.03231
1951 08 09 0.992163
1951 08 10 0.963487
1951 08 11 0.940547
1951 08 12 0.952017
1951 08 13 0.883197
1951 08 14 0.854522
1951 08 15 0.820111
1951 08 16 0.785701
1951 08 17 0.751291
1951 08 18 0.728351
1951 08 19 0.699675
1951 08 20 0.676735
1951 08 21 0.653795
1951 08 22 0.642325
1951 08 23 0.63659
1951 08 24 0.665265
1951 08 25 0.688205
1951 08 26 0.653795
1951 08 27 0.642325
1951 08 28 0.653795
1951 08 29 0.65953
1951 08 30 0.797171
1951 08 31 0.911872
1951 09 01 0.808641
1951 09 02 0.814376
1951 09 03 0.774231
1951 09 04 0.71688
1951 09 05 0.671
1951 09 06 0.630855
1951 09 07 0.607915
1951 09 08 0.59071
1951 09 09 0.579239
1951 09 10 0.562608
1951 09 11 0.69394
1951 09 12 0.70541
1951 09 13 0.68247
1951 09 14 0.653795
1951 09 15 0.62512
1951 09 16 0.596445
1951 09 17 0.573504
1951 09 18 0.558593
1951 09 19 0.540241
1951 09 20 0.472568
1951 09 21 0.344103
1951 09 22 0.413497
1951 09 23 0.48117
1951 09 24 0.551711
1951 09 25 0.621105
1951 09 26 0.689926
1951 09 27 0.759893
1951 09 28 0.828714
1951 09 29 0.898108
1951 09 30 0.967502
1951 10 01 0.587842
1951 10 02 1.49914
1951 10 03 1.46989
1951 10 04 1.59434
1951 10 05 1.41484
1951 10 06 1.32365
1951 10 07 1.22902
1951 10 08 1.01797
1951 10 09 1.07016
1951 10 10 1.09425
1951 10 11 0.896387
1951 10 12 1.29555
1951 10 13 1.2663
1951 10 14 1.05009
1951 10 15 1.46416
1951 10 16 2.10189
1951 10 17 1.51979
1951 10 18 1.45211
1951 10 19 1.34601
1951 10 20 1.00077
1951 10 21 2.05544
1951 10 22 1.37756
1951 10 23 1.09081
1951 10 24 1.45211
1951 10 25 1.43605
1951 10 26 1.40337
1951 10 27 1.28924
1951 10 28 1.18371
1951 10 29 1.08163
1951 10 30 1.61499
1951 10 31 1.53871
1951 11 01 1.57656
1951 11 02 1.05066
1951 11 03 1.20379
1951 11 04 1.12866
1951 11 05 1.18085
1951 11 06 1.22042
1951 11 07 1.01625
1951 11 08 0.935386
1951 11 09 0.935386
1951 11 10 0.980692
1951 11 11 0.991589
1951 11 12 0.991589
1951 11 13 1.06672
1951 11 14 0.847639
1951 11 15 1.08335
1951 11 16 1.44408
1951 11 17 1.52954
1951 11 18 0.976104
1951 11 19 0.565475
1951 11 20 0.632575
1951 11 21 1.05926
1951 11 22 1.065
1951 11 23 0.493214
1951 11 24 1.1992
1951 11 25 0.849933
1951 11 26 0.428408
1951 11 27 0.7381
1951 11 28 0.119289
1951 11 29 0.599312
1951 11 30 0.715733
1951 12 01 0.809215
1951 12 02 1.07073
1951 12 03 0.98356
1951 12 04 0.937106
1951 12 05 0.937106
1951 12 06 1.20092
1951 12 07 0.831008
1951 12 08 0.761614
1951 12 09 0.755879
1951 12 10 0.470847
1951 12 11 0.271841
1951 12 12 0.336074
1951 12 13 0.529918
1951 12 14 0.723763
1951 12 15 0.762761
1951 12 16 0.762761
1951 12 17 0.716307
1951 12 18 0.529918
1951 12 19 0.529918
1951 12 20 0.529918
1951 12 21 0.529918
1951 12 22 0.529918
1951 12 23 0.529918
1951 12 24 0.415217
1951 12 25 0.415217
1951 12 26 0.415217
1951 12 27 0.529918
1951 12 28 0.389983
1951 12 29 0.168037
1951 12 30 0.529918
1951 12 31 0.529918
1952 01 01 0.526477
1952 01 02 0.526477
1952 01 03 0.526477
1952 01 04 0.526477
1952 01 05 0.526477
1952 01 06 0.487479
1952 01 07 0.526477
1952 01 08 0.720321
1952 01 09 0.526477
1952 01 10 0.506978
1952 01 11 0.506978
1952 01 12 0.487479
1952 01 13 0.526477
1952 01 14 0.061365
1952 01 15 0.410056
1952 01 16 0.464539
1952 01 17 0.433569
1952 01 18 0.395145
1952 01 19 0.319442
1952 01 20 0.435863
1952 01 21 0.556299
1952 01 22 0.287899
1952 01 23 0.329765
1952 01 24 0.393424
1952 01 25 0.384821
1952 01 26 0.518448
1952 01 27 0.363602
1952 01 28 0.402027
1952 01 29 0.47945
1952 01 30 0.502963
1952 01 31 0.487479
1952 02 01 0.417511
1952 02 02 0.533933
1952 02 03 0.533933
1952 02 04 0.510992
1952 02 05 0.394571
1952 02 06 0.394571
1952 02 07 0.371057
1952 02 08 0.594724
1952 02 09 0.399159
1952 02 10 0.30109
1952 02 11 0.287326
1952 02 12 0.236284
1952 02 13 0.315427
1952 02 14 0.431849
1952 02 15 0.855095
1952 02 16 0.422099
1952 02 17 0.268974
1952 02 18 0.51558
1952 02 19 0.33378
1952 02 20 0.416364
1952 02 21 0.297649
1952 02 22 0.32575
1952 02 23 0.432996
1952 02 24 0.316574
1952 02 25 0.311986
1952 02 26 0.316574
1952 02 27 0.330339
1952 02 28 0.397439
1952 02 29 0.411203
1952 03 01 0.42554
1952 03 02 0.388262
1952 03 03 0.371057
1952 03 04 0.380807
1952 03 05 0.394571
1952 03 06 0.264386
1952 03 07 0.352705
1952 03 08 0.338941
1952 03 09 0.310839
1952 03 10 0.317148
1952 03 11 0.382527
1952 03 12 0.372204
1952 03 13 0.311986
1952 03 14 0.327471
1952 03 15 0.322883
1952 03 16 0.318295
1952 03 17 0.327471
1952 03 18 0.315427
1952 03 19 0.315427
1952 03 20 0.742115
1952 03 21 0.48117
1952 03 22 0.228255
1952 03 23 0.242019
1952 03 24 0.263812
1952 03 25 0.310266
1952 03 26 0.340662
1952 03 27 0.26668
1952 03 28 0.416364
1952 03 29 0.388262
1952 03 30 0.359014
1952 03 31 0.410056
1952 04 01 0.580386
1952 04 02 0.543109
1952 04 03 0.463965
1952 04 04 0.422099
1952 04 05 0.471421
1952 04 06 0.600459
1952 04 07 1.44179
1952 04 08 3.28503
1952 04 09 2.42764
1952 04 10 2.95355
1952 04 11 2.18964
1952 04 12 1.61786
1952 04 13 1.79908
1952 04 14 1.53183
1952 04 15 3.41063
1952 04 16 2.96502
1952 04 17 4.41254
1952 04 18 3.8442
1952 04 19 6.0952
1952 04 20 4.70216
1952 04 21 7.39018
1952 04 22 4.89543
1952 04 23 4.73371
1952 04 24 5.2057
1952 04 25 6.50641
1952 04 26 8.407
1952 04 27 9.82356
1952 04 28 11.1868
1952 04 29 13.1178
1952 04 30 9.90499
1952 05 01 8.46435
1952 05 02 8.34162
1952 05 03 7.59779
1952 05 04 8.35481
1952 05 05 9.31945
1952 05 06 8.35711
1952 05 07 6.86427
1952 05 08 6.35156
1952 05 09 6.23571
1952 05 10 5.21832
1952 05 11 5.82738
1952 05 12 7.08163
1952 05 13 8.28656
1952 05 14 10.6844
1952 05 15 9.43816
1952 05 16 9.97783
1952 05 17 9.23801
1952 05 18 8.36399
1952 05 19 5.62264
1952 05 20 9.28274
1952 05 21 10.6603
1952 05 22 9.31142
1952 05 23 8.17932
1952 05 24 8.26477
1952 05 25 8.63583
1952 05 26 9.17664
1952 05 27 8.74709
1952 05 28 8.69146
1952 05 29 8.21488
1952 05 30 6.58211
1952 05 31 6.58211
1952 06 01 6.03843
1952 06 02 5.81591
1952 06 03 6.18697
1952 06 04 6.66584
1952 06 05 7.57599
1952 06 06 7.87995
1952 06 07 7.66718
1952 06 08 7.49685
1952 06 09 8.52744
1952 06 10 5.99656
1952 06 11 5.62837
1952 06 12 5.93921
1952 06 13 5.56643
1952 06 14 4.68152
1952 06 15 4.44753
1952 06 16 3.58153
1952 06 17 3.60046
1952 06 18 3.86886
1952 06 19 4.62474
1952 06 20 5.56185
1952 06 21 4.08622
1952 06 22 3.06022
1952 06 23 4.51864
1952 06 24 3.3745
1952 06 25 2.66794
1952 06 26 2.79354
1952 06 27 2.87899
1952 06 28 2.82394
1952 06 29 2.65819
1952 06 30 2.68515
1952 07 01 4.4567
1952 07 02 3.06538
1952 07 03 2.42363
1952 07 04 2.23036
1952 07 05 2.07895
1952 07 06 1.85815
1952 07 07 1.81973
1952 07 08 1.53814
1952 07 09 1.18773
1952 07 10 1.93558
1952 07 11 0.887211
1952 07 12 1.57599
1952 07 13 1.35863
1952 07 14 1.60811
1952 07 15 1.4567
1952 07 16 1.15791
1952 07 17 0.961193
1952 07 18 1.08507
1952 07 19 1.09081
1952 07 20 1.33569
1952 07 21 1.02198
1952 07 22 1.24106
1952 07 23 1.18429
1952 07 24 1.10285
1952 07 25 0.627414
1952 07 26 0.795451
1952 07 27 0.741541
1952 07 28 0.602753
1952 07 29 0.738674
1952 07 30 0.991589
1952 07 31 0.692793
1952 08 01 0.665265
1952 08 02 0.747276
1952 08 03 0.583827
1952 08 04 0.579239
1952 08 05 0.619385
1952 08 06 0.59243
1952 08 07 0.646339
1952 08 08 0.420379
1952 08 09 0.597018
1952 08 10 0.705984
1952 08 11 0.678456
1952 08 12 0.570063
1952 08 13 0.597018
1952 08 14 0.488052
1952 08 15 0.597018
1952 08 16 0.406615
1952 08 17 0.488052
1952 08 18 0.51558
1952 08 19 0.434143
1952 08 20 0.422673
1952 08 21 0.327471
1952 08 22 0.4026
1952 08 23 0.427261
1952 08 24 0.400306
1952 08 25 0.400306
1952 08 26 0.400306
1952 08 27 0.345823
1952 08 28 0.375072
1952 08 29 0.528198
1952 08 30 0.224814
1952 08 31 0.377366
1952 09 01 0.364749
1952 09 02 0.531065
1952 09 03 0.217358
1952 09 04 0.535653
1952 09 05 0.342382
1952 09 06 0.461671
1952 09 07 0.525904
1952 09 08 0.236857
1952 09 09 0.362455
1952 09 10 0.441598
1952 09 11 0.291914
1952 09 12 0.377366
1952 09 13 0.238004
1952 09 14 0.319442
1952 09 15 0.32575
1952 09 16 0.146817
1952 09 17 0.437584
1952 09 18 0.184095
1952 09 19 0.419232
1952 09 20 0.278723
1952 09 21 0.333206
1952 09 22 0.353852
1952 09 23 0.227681
