year mo dy flow_mmd
1928 12 15 0.28962
1928 12 16 0.309692
1928 12 17 0.309692
1928 12 18 0.309692
1928 12 19 0.309692
1928 12 20 0.309692
1928 12 21 0.309692
1928 12 22 0.309692
1928 12 23 0.309692
1928 12 24 0.309692
1928 12 25 0.309692
1928 12 26 0.309692
1928 12 27 0.309692
1928 12 28 0.309692
1928 12 29 0.309692
1928 12 30 0.309692
1928 12 31 0.309692
1929 01 01 0.275282
1929 01 02 0.275282
1929 01 03 0.275282
1929 01 04 0.275282
1929 01 05 0.275282
1929 01 06 0.275282
1929 01 07 0.275282
1929 01 08 0.275282
1929 01 09 0.275282
1929 01 10 0.292487
1929 01 11 0.281017
1929 01 12 0.260944
1929 01 13 0.281017
1929 01 14 0.292487
1929 01 15 0.281017
1929 01 16 0.269547
1929 01 17 0.269547
1929 01 18 0.260944
1929 01 19 0.260944
1929 01 20 0.215064
1929 01 21 0.229402
1929 01 22 0.217932
1929 01 23 0.238004
1929 01 24 0.223667
1929 01 25 0.243739
1929 01 26 0.252342
1929 01 27 0.229402
1929 01 28 0.229402
1929 01 29 0.238004
1929 01 30 0.243739
1929 01 31 0.243739
1929 02 01 0.252342
1929 02 02 0.252342
1929 02 03 0.269547
1929 02 04 0.269547
1929 02 05 0.269547
1929 02 06 0.252342
1929 02 07 0.252342
1929 02 08 0.243739
1929 02 09 0.243739
1929 02 10 0.252342
1929 02 11 0.252342
1929 02 12 0.243739
1929 02 13 0.252342
1929 02 14 0.243739
1929 02 15 0.229402
1929 02 16 0.243739
1929 02 17 0.223667
1929 02 18 0.223667
1929 02 19 0.229402
1929 02 20 0.229402
1929 02 21 0.229402
1929 02 22 0.243739
1929 02 23 0.243739
1929 02 24 0.243739
1929 02 25 0.243739
1929 02 26 0.260944
1929 02 27 0.252342
1929 02 28 0.260944
1929 03 01 0.260944
1929 03 02 0.269547
1929 03 03 0.269547
1929 03 04 0.281017
1929 03 05 0.269547
1929 03 06 0.281017
1929 03 07 0.269547
1929 03 08 0.269547
1929 03 09 0.269547
1929 03 10 0.260944
1929 03 11 0.292487
1929 03 12 0.292487
1929 03 13 0.303957
1929 03 14 0.315427
1929 03 15 0.303957
1929 03 16 0.344103
1929 03 17 0.329765
1929 03 18 0.326897
1929 03 19 0.344103
1929 03 20 0.361308
1929 03 21 0.361308
1929 03 22 0.361308
1929 03 23 0.361308
1929 03 24 0.361308
1929 03 25 0.375645
1929 03 26 0.375645
1929 03 27 0.375645
1929 03 28 0.467406
1929 03 29 0.59071
1929 03 30 0.64806
1929 03 31 0.579239
1929 04 01 0.5368
1929 04 02 0.512713
1929 04 03 0.5368
1929 04 04 0.5368
1929 04 05 0.5368
1929 04 06 0.51558
1929 04 07 0.495508
1929 04 08 0.474862
1929 04 09 0.439878
1929 04 10 0.428408
1929 04 11 0.420952
1929 04 12 0.420952
1929 04 13 0.417511
1929 04 14 0.455362
1929 04 15 0.55802
1929 04 16 0.62512
1929 04 17 0.64806
1929 04 18 0.671
1929 04 19 0.814376
1929 04 20 1.07245
1929 04 21 1.3248
1929 04 22 1.61155
1929 04 23 2.00153
1929 04 24 1.85242
1929 04 25 1.92697
1929 04 26 2.23667
1929 04 27 2.91914
1929 04 28 3.5672
1929 04 29 3.95718
1929 04 30 3.76219
1929 05 01 3.18868
1929 05 02 3.00516
1929 05 03 3.28044
1929 05 04 3.28044
1929 05 05 3.00516
1929 05 06 2.83311
1929 05 07 2.83311
1929 05 08 2.91914
1929 05 09 3.18868
1929 05 10 3.18868
1929 05 11 3.47544
1929 05 12 4.47333
1929 05 13 6.88205
1929 05 14 8.25846
1929 05 15 6.76735
1929 05 16 5.79239
1929 05 17 5.70063
1929 05 18 6.42325
1929 05 19 7.11145
1929 05 20 8.37316
1929 05 21 9.86428
1929 05 22 11.4701
1929 05 23 13.0185
1929 05 24 13.6494
1929 05 25 12.3877
1929 05 26 9.17607
1929 05 27 7.11145
1929 05 28 6.0218
1929 05 29 5.47123
1929 05 30 5.35653
1929 05 31 6.42325
1929 06 01 8.77462
1929 06 02 9.46282
1929 06 03 7.97171
1929 06 04 6.53795
1929 06 05 5.9071
1929 06 06 6.76735
1929 06 07 7.85701
1929 06 08 8.48786
1929 06 09 8.88932
1929 06 10 8.48786
1929 06 11 7.97171
1929 06 12 7.34086
1929 06 13 7.11145
1929 06 14 7.62761
1929 06 15 7.34086
1929 06 16 6.99675
1929 06 17 6.65265
1929 06 18 5.58593
1929 06 19 4.9092
1929 06 20 4.16364
1929 06 21 3.76219
1929 06 22 3.5672
1929 06 23 3.66469
1929 06 24 3.76219
1929 06 25 3.95718
1929 06 26 4.06041
1929 06 27 3.95718
1929 06 28 3.76219
1929 06 29 3.66469
1929 06 30 3.47544
1929 07 01 3.09692
1929 07 02 2.83311
1929 07 03 2.65533
1929 07 04 2.48327
1929 07 05 2.23667
1929 07 06 2.07609
1929 07 07 1.92697
1929 07 08 1.85242
1929 07 09 1.71478
1929 07 10 1.61155
1929 07 11 1.51405
1929 07 12 1.44523
1929 07 13 1.35347
1929 07 14 1.3248
1929 07 15 1.23877
1929 07 16 1.23877
1929 07 17 1.12407
1929 07 18 1.12407
1929 07 19 1.12407
1929 07 20 1.04378
1929 07 21 1.02084
1929 07 22 0.963487
1929 07 23 0.940547
1929 07 24 0.888932
1929 07 25 0.837316
1929 07 26 0.814376
1929 07 27 0.791436
1929 07 28 0.768496
1929 07 29 0.739821
1929 07 30 0.71688
1929 07 31 0.69394
1929 08 01 0.671
1929 08 02 0.64806
1929 08 03 0.64806
1929 08 04 0.64806
1929 08 05 0.62512
1929 08 06 0.60218
1929 08 07 0.60218
1929 08 08 0.579239
1929 08 09 0.55802
1929 08 10 0.5368
1929 08 11 0.51558
1929 08 12 0.51558
1929 08 13 0.499522
1929 08 14 0.482891
1929 08 15 0.474862
1929 08 16 0.463392
1929 08 17 0.432422
1929 08 18 0.406615
1929 08 19 0.395718
1929 08 20 0.381954
1929 08 21 0.375072
1929 08 22 0.354999
1929 08 23 0.348691
1929 08 24 0.342382
1929 08 25 0.348691
1929 08 26 0.34525
1929 08 27 0.339515
1929 08 28 0.326897
1929 08 29 0.320589
1929 08 30 0.317721
1929 08 31 0.317721
1929 09 01 0.314854
1929 09 02 0.320589
1929 09 03 0.342382
1929 09 04 0.326897
1929 09 05 0.320589
1929 09 06 0.317721
1929 09 07 0.314854
1929 09 08 0.305678
1929 09 09 0.297075
1929 09 10 0.294781
1929 09 11 0.289046
1929 09 12 0.283311
1929 09 13 0.275282
1929 09 14 0.267827
1929 09 15 0.264959
1929 09 16 0.264959
1929 09 17 0.262665
1929 09 18 0.262665
1929 09 19 0.259797
1929 09 20 0.25693
1929 09 21 0.25693
1929 09 22 0.259797
1929 09 23 0.262665
1929 09 24 0.264959
1929 09 25 0.267827
1929 09 26 0.264959
1929 09 27 0.264959
1929 09 28 0.267827
1929 09 29 0.267827
1929 09 30 0.267827
1929 10 01 0.313707
1929 10 02 0.284458
1929 10 03 0.26668
1929 10 04 0.268974
1929 10 05 0.264386
1929 10 06 0.277576
1929 10 07 0.271268
1929 10 08 0.262091
1929 10 09 0.260371
1929 10 10 0.262091
1929 10 11 0.258077
1929 10 12 0.264386
1929 10 13 0.251768
1929 10 14 0.250048
1929 10 15 0.247754
1929 10 16 0.246033
1929 10 17 0.243739
1929 10 18 0.247754
1929 10 19 0.243739
1929 10 20 0.243739
1929 10 21 0.239725
1929 10 22 0.236284
1929 10 23 0.232269
1929 10 24 0.23399
1929 10 25 0.238004
1929 10 26 0.23399
1929 10 27 0.250048
1929 10 28 0.264386
1929 10 29 0.256356
1929 10 30 0.250048
1929 10 31 0.246033
1929 11 01 0.242019
1929 11 02 0.238004
1929 11 03 0.23399
1929 11 04 0.232269
1929 11 05 0.23399
1929 11 06 0.236284
1929 11 07 0.232269
1929 11 08 0.230549
1929 11 09 0.228828
1929 11 10 0.226534
1929 11 11 0.224814
1929 11 12 0.226534
1929 11 13 0.221373
1929 11 14 0.26668
1929 11 15 0.239725
1929 11 16 0.236284
1929 11 17 0.232269
1929 11 18 0.230549
1929 11 19 0.206462
1929 11 20 0.196138
1929 11 21 0.194418
1929 11 22 0.173198
1929 11 23 0.167463
1929 11 24 0.192697
1929 11 25 0.19958
1929 11 26 0.228828
1929 11 27 0.242019
1929 11 28 0.254062
1929 11 29 0.239725
1929 11 30 0.23399
1929 12 01 0.197859
1929 12 02 0.229402
1929 12 03 0.229402
1929 12 04 0.229402
1929 12 05 0.229402
1929 12 06 0.229402
1929 12 07 0.229402
1929 12 08 0.229402
1929 12 09 0.229402
1929 12 10 0.229402
1929 12 11 0.215064
1929 12 12 0.215064
1929 12 13 0.215064
1929 12 14 0.215064
1929 12 15 0.215064
1929 12 16 0.215064
1929 12 17 0.215064
1929 12 18 0.215064
1929 12 19 0.215064
1929 12 20 0.215064
1929 12 21 0.200727
1929 12 22 0.200727
1929 12 23 0.200727
1929 12 24 0.200727
1929 12 25 0.200727
1929 12 26 0.200727
1929 12 27 0.200727
1929 12 28 0.200727
1929 12 29 0.200727
1929 12 30 0.200727
1929 12 31 0.200727
1930 01 01 0.200727
1930 01 02 0.200727
1930 01 03 0.200727
1930 01 04 0.200727
1930 01 05 0.200727
1930 01 06 0.186389
1930 01 07 0.186389
1930 01 08 0.186389
1930 01 09 0.186389
1930 01 10 0.186389
1930 01 11 0.186389
1930 01 12 0.186389
1930 01 13 0.186389
1930 01 14 0.182374
1930 01 15 0.182374
1930 01 16 0.165743
1930 01 17 0.16861
1930 01 18 0.165743
1930 01 19 0.160581
1930 01 20 0.158287
1930 01 21 0.158287
1930 01 22 0.160581
1930 01 23 0.147964
1930 01 24 0.15542
1930 01 25 0.147964
1930 01 26 0.165743
1930 01 27 0.16861
1930 01 28 0.171478
1930 01 29 0.182374
1930 01 30 0.188109
1930 01 31 0.16861
1930 02 01 0.165743
1930 02 02 0.211623
1930 02 03 0.215064
1930 02 04 0.221373
1930 02 05 0.227681
1930 02 06 0.24718
1930 02 07 0.267827
1930 02 08 0.271268
1930 02 09 0.260944
1930 02 10 0.27815
1930 02 11 0.290767
1930 02 12 0.316001
1930 02 13 0.27815
1930 02 14 0.260944
1930 02 15 0.267827
1930 02 16 0.285605
1930 02 17 0.316001
1930 02 18 0.458803
1930 02 19 0.458803
1930 02 20 0.485185
1930 02 21 0.480597
1930 02 22 0.458803
1930 02 23 0.451348
1930 02 24 0.389983
1930 02 25 0.32403
1930 02 26 0.30109
1930 02 27 0.243739
1930 02 28 0.204741
1930 03 01 0.173198
1930 03 02 0.160581
1930 03 03 0.160581
1930 03 04 0.160581
1930 03 05 0.160581
1930 03 06 0.160581
1930 03 07 0.151405
1930 03 08 0.148538
1930 03 09 0.147391
1930 03 10 0.142229
1930 03 11 0.139362
1930 03 12 0.140509
1930 03 13 0.150258
1930 03 14 0.142229
1930 03 15 0.150258
1930 03 16 0.158287
1930 03 17 0.167463
1930 03 18 0.185815
1930 03 19 0.206462
1930 03 20 0.243739
1930 03 21 0.286752
1930 03 22 0.329192
1930 03 23 0.421526
1930 03 24 0.352132
1930 03 25 0.342956
1930 03 26 0.361308
1930 03 27 0.376792
1930 03 28 0.503537
1930 03 29 0.64806
1930 03 30 0.71688
1930 03 31 0.768496
1930 04 01 0.888932
1930 04 02 1.12407
1930 04 03 1.41656
1930 04 04 1.92697
1930 04 05 2.00153
1930 04 06 2.5693
1930 04 07 3.47544
1930 04 08 4.47333
1930 04 09 4.9092
1930 04 10 4.47333
1930 04 11 4.47333
1930 04 12 4.9092
1930 04 13 5.47123
1930 04 14 6.42325
1930 04 15 6.99675
1930 04 16 5.70063
1930 04 17 4.57656
1930 04 18 4.06041
1930 04 19 4.06041
1930 04 20 4.06041
1930 04 21 4.57656
1930 04 22 5.47123
1930 04 23 6.42325
1930 04 24 7.62761
1930 04 25 8.37316
1930 04 26 8.14376
1930 04 27 7.62761
1930 04 28 7.11145
1930 04 29 6.76735
1930 04 30 5.9071
1930 05 01 5.9071
1930 05 02 5.70063
1930 05 03 7.11145
1930 05 04 7.51291
1930 05 05 6.65265
1930 05 06 6.2512
1930 05 07 5.70063
1930 05 08 5.01816
1930 05 09 4.47333
1930 05 10 4.06041
1930 05 11 3.66469
1930 05 12 3.37794
1930 05 13 3.37794
1930 05 14 3.66469
1930 05 15 4.3701
1930 05 16 5.01816
1930 05 17 5.35653
1930 05 18 5.79239
1930 05 19 5.47123
1930 05 20 5.12713
1930 05 21 6.1365
1930 05 22 5.58593
1930 05 23 4.7945
1930 05 24 4.3701
1930 05 25 4.26687
1930 05 26 4.16364
1930 05 27 4.16364
1930 05 28 4.69127
1930 05 29 6.1365
1930 05 30 7.51291
1930 05 31 7.74231
1930 06 01 6.42325
1930 06 02 5.35653
1930 06 03 5.12713
1930 06 04 5.01816
1930 06 05 4.69127
1930 06 06 4.57656
1930 06 07 4.7945
1930 06 08 5.58593
1930 06 09 5.79239
1930 06 10 5.58593
1930 06 11 5.79239
1930 06 12 5.58593
1930 06 13 4.7945
1930 06 14 3.65322
1930 06 15 3.34927
1930 06 16 3.28044
1930 06 17 3.5672
1930 06 18 3.5672
1930 06 19 3.18868
1930 06 20 3.00516
1930 06 21 3.09692
1930 06 22 3.00516
1930 06 23 2.83311
1930 06 24 2.65533
1930 06 25 2.39725
1930 06 26 2.31696
1930 06 27 2.15638
1930 06 28 2.23667
1930 06 29 2.15638
1930 06 30 1.92697
1930 07 01 1.7836
1930 07 02 1.7836
1930 07 03 1.71478
1930 07 04 1.64596
1930 07 05 1.51405
1930 07 06 1.44523
1930 07 07 1.38788
1930 07 08 1.3248
1930 07 09 1.26744
1930 07 10 1.26744
1930 07 11 1.21009
1930 07 12 1.18142
1930 07 13 1.12407
1930 07 14 1.07245
1930 07 15 0.992163
1930 07 16 0.963487
1930 07 17 0.917607
1930 07 18 0.888932
1930 07 19 0.963487
1930 07 20 0.963487
1930 07 21 0.888932
1930 07 22 0.837316
1930 07 23 0.791436
1930 07 24 0.768496
1930 07 25 0.71688
1930 07 26 0.69394
1930 07 27 0.671
1930 07 28 0.62512
1930 07 29 0.60218
1930 07 30 0.579239
1930 07 31 0.55802
1930 08 01 0.5368
1930 08 02 0.511566
1930 08 03 0.503537
1930 08 04 0.482891
1930 08 05 0.474862
1930 08 06 0.463392
1930 08 07 0.443892
1930 08 08 0.435863
1930 08 09 0.428408
1930 08 10 0.410629
1930 08 11 0.410629
1930 08 12 0.403174
1930 08 13 0.396292
1930 08 14 0.389983
1930 08 15 0.386542
1930 08 16 0.386542
1930 08 17 0.383101
1930 08 18 0.370484
1930 08 19 0.373351
1930 08 20 0.376792
1930 08 21 0.373351
1930 08 22 0.367043
1930 08 23 0.354999
1930 08 24 0.349264
1930 08 25 0.337221
1930 08 26 0.332059
1930 08 27 0.326897
1930 08 28 0.318868
1930 08 29 0.313707
1930 08 30 0.310839
1930 08 31 0.313707
1930 09 01 0.321162
1930 09 02 0.308545
1930 09 03 0.30109
1930 09 04 0.29134
1930 09 05 0.286752
1930 09 06 0.284458
1930 09 07 0.282164
1930 09 08 0.27987
1930 09 09 0.29134
1930 09 10 0.298796
1930 09 11 0.29134
1930 09 12 0.308545
1930 09 13 0.326897
1930 09 14 0.373351
1930 09 15 0.361308
1930 09 16 0.332059
1930 09 17 0.313707
1930 09 18 0.306251
1930 09 19 0.296502
1930 09 20 0.294208
1930 09 21 0.29134
1930 09 22 0.298796
1930 09 23 0.352132
1930 09 24 0.393424
1930 09 25 0.376792
1930 09 26 0.364175
1930 09 27 0.352132
1930 09 28 0.343529
1930 09 29 0.340088
1930 09 30 0.337221
1930 10 01 0.286752
1930 10 02 0.286752
1930 10 03 0.286752
1930 10 04 0.286752
1930 10 05 0.286752
1930 10 06 0.487479
1930 10 07 0.487479
1930 10 08 0.487479
1930 10 09 0.487479
1930 10 10 0.487479
1930 10 11 0.487479
1930 10 12 0.745556
1930 10 13 0.745556
1930 10 14 0.745556
1930 10 15 0.745556
1930 10 16 0.745556
1930 10 17 0.745556
1930 10 18 0.745556
1930 10 19 0.486905
1930 10 20 0.499522
1930 10 21 0.495508
1930 10 22 0.482891
1930 10 23 0.474862
1930 10 24 0.470847
1930 10 25 0.482891
1930 10 26 0.486905
1930 10 27 0.60218
1930 10 28 0.671
1930 10 29 0.579239
1930 10 30 0.55802
1930 10 31 0.51558
1930 11 01 0.495508
1930 11 02 0.474862
1930 11 03 0.463392
1930 11 04 0.443892
1930 11 05 0.435863
1930 11 06 0.428408
1930 11 07 0.41407
1930 11 08 0.403174
1930 11 09 0.399733
1930 11 10 0.399733
1930 11 11 0.424967
1930 11 12 0.671
1930 11 13 0.865992
1930 11 14 0.888932
1930 11 15 0.837316
1930 11 16 0.814376
1930 11 17 0.814376
1930 11 18 0.768496
1930 11 19 0.768496
1930 11 20 0.69394
1930 11 21 0.671
1930 11 22 0.62512
1930 11 23 0.60218
1930 11 24 0.579239
1930 11 25 0.5368
1930 11 26 0.503537
1930 11 27 0.49092
1930 11 28 0.466833
1930 11 29 0.443892
1930 11 30 0.447333
1930 12 01 0.451348
1930 12 02 0.463392
1930 12 03 0.482891
1930 12 04 0.443892
1930 12 05 0.474862
1930 12 06 0.463392
1930 12 07 0.455362
1930 12 08 0.451348
1930 12 09 0.443892
1930 12 10 0.451921
1930 12 11 0.459951
1930 12 12 0.467406
1930 12 13 0.474862
1930 12 14 0.486905
1930 12 15 0.474862
1930 12 16 0.478876
1930 12 17 0.466833
1930 12 18 0.459377
1930 12 19 0.447333
1930 12 20 0.428408
1930 12 21 0.417511
1930 12 22 0.399733
1930 12 23 0.389983
1930 12 24 0.376792
1930 12 25 0.373351
1930 12 26 0.376792
1930 12 27 0.376792
1930 12 28 0.389983
1930 12 29 0.386542
1930 12 30 0.380233
1930 12 31 0.380233
1931 01 01 0.386542
1931 01 02 0.383101
1931 01 03 0.399733
1931 01 04 0.396292
1931 01 05 0.39285
1931 01 06 0.407188
1931 01 07 0.403174
1931 01 08 0.399733
1931 01 09 0.399733
1931 01 10 0.41407
1931 01 11 0.410629
1931 01 12 0.407188
1931 01 13 0.421526
1931 01 14 0.463392
1931 01 15 0.447333
1931 01 16 0.424967
1931 01 17 0.428408
1931 01 18 0.432422
1931 01 19 0.386542
1931 01 20 0.321162
1931 01 21 0.32403
1931 01 22 0.337221
1931 01 23 0.364175
1931 01 24 0.357867
1931 01 25 0.352132
1931 01 26 0.367043
1931 01 27 0.399733
1931 01 28 0.417511
1931 01 29 0.435863
1931 01 30 0.435863
1931 01 31 0.417511
1931 02 01 0.410629
1931 02 02 0.410629
1931 02 03 0.407188
1931 02 04 0.407188
1931 02 05 0.41407
1931 02 06 0.435863
1931 02 07 0.435863
1931 02 08 0.410629
1931 02 09 0.403174
1931 02 10 0.410629
1931 02 11 0.439878
1931 02 12 0.421526
1931 02 13 0.410629
1931 02 14 0.407188
1931 02 15 0.403174
1931 02 16 0.432422
1931 02 17 0.424967
1931 02 18 0.455362
1931 02 19 0.478876
1931 02 20 0.495508
1931 02 21 0.486905
1931 02 22 0.474862
1931 02 23 0.466833
1931 02 24 0.451348
1931 02 25 0.428408
1931 02 26 0.428408
1931 02 27 0.432422
1931 02 28 0.435863
1931 03 01 0.417511
1931 03 02 0.417511
1931 03 03 0.447333
1931 03 04 0.511566
1931 03 05 0.511566
1931 03 06 0.482891
1931 03 07 0.482891
1931 03 08 0.482891
1931 03 09 0.478876
1931 03 10 0.499522
1931 03 11 0.507551
1931 03 12 0.511566
1931 03 13 0.524183
1931 03 14 0.51558
1931 03 15 0.499522
1931 03 16 0.5368
1931 03 17 0.64806
1931 03 18 0.64806
1931 03 19 0.814376
1931 03 20 0.888932
1931 03 21 1.04378
1931 03 22 1.23877
1931 03 23 1.23877
1931 03 24 1.12407
1931 03 25 0.992163
1931 03 26 0.888932
1931 03 27 0.814376
1931 03 28 0.837316
1931 03 29 0.791436
1931 03 30 0.739821
1931 03 31 0.768496
1931 04 01 0.888932
1931 04 02 0.865992
1931 04 03 0.814376
1931 04 04 0.791436
1931 04 05 0.814376
1931 04 06 0.940547
1931 04 07 1.10686
1931 04 08 1.27891
1931 04 09 1.44523
1931 04 10 1.61728
1931 04 11 1.7836
1931 04 12 2.06462
1931 04 13 2.51768
1931 04 14 2.59224
1931 04 15 2.44313
1931 04 16 2.28828
1931 04 17 2.44313
1931 04 18 2.51768
1931 04 19 2.28828
1931 04 20 2.06462
1931 04 21 2.06462
1931 04 22 1.85815
1931 04 23 1.72051
1931 04 24 1.65169
1931 04 25 1.6861
1931 04 26 1.92697
1931 04 27 2.21373
1931 04 28 2.83311
1931 04 29 3.28044
1931 04 30 4.06041
1931 05 01 4.9092
1931 05 02 5.9071
1931 05 03 7.11145
1931 05 04 7.51291
1931 05 05 7.62761
1931 05 06 7.34086
1931 05 07 8.65992
1931 05 08 7.34086
1931 05 09 5.70063
1931 05 10 4.7945
1931 05 11 4.69127
1931 05 12 5.47123
1931 05 13 7.22616
1931 05 14 8.88932
1931 05 15 11.7568
1931 05 16 12.273
1931 05 17 10.4378
1931 05 18 7.85701
1931 05 19 6.1365
1931 05 20 5.24183
1931 05 21 4.57656
1931 05 22 4.16364
1931 05 23 4.06041
1931 05 24 4.57656
1931 05 25 6.1365
1931 05 26 7.62761
1931 05 27 7.11145
1931 05 28 6.42325
1931 05 29 5.9071
1931 05 30 5.9071
1931 05 31 6.42325
1931 06 01 6.65265
1931 06 02 6.65265
1931 06 03 6.2512
1931 06 04 5.47123
1931 06 05 4.7945
1931 06 06 4.47333
1931 06 07 4.47333
1931 06 08 4.57656
1931 06 09 4.57656
1931 06 10 4.47333
1931 06 11 4.16364
1931 06 12 3.47544
1931 06 13 3.00516
1931 06 14 2.75282
1931 06 15 2.59224
1931 06 16 2.59224
1931 06 17 2.67253
1931 06 18 2.67253
1931 06 19 2.36284
1931 06 20 2.13917
1931 06 21 1.92697
1931 06 22 1.92697
1931 06 23 1.92697
1931 06 24 1.85815
1931 06 25 1.6861
1931 06 26 1.58287
1931 06 27 1.49111
1931 06 28 1.4567
1931 06 29 1.39362
1931 06 30 1.33053
1931 07 01 1.23877
1931 07 02 1.14701
1931 07 03 1.12407
1931 07 04 1.14701
1931 07 05 1.12407
1931 07 06 1.14701
1931 07 07 1.08966
1931 07 08 1.03231
1931 07 09 0.952017
1931 07 10 0.929077
1931 07 11 0.871727
1931 07 12 0.848786
1931 07 13 0.825846
1931 07 14 0.797171
1931 07 15 0.774231
1931 07 16 0.751291
1931 07 17 0.70541
1931 07 18 0.68247
1931 07 19 0.65953
1931 07 20 0.63659
1931 07 21 0.61365
1931 07 22 0.596445
1931 07 23 0.572931
1931 07 24 0.552285
1931 07 25 0.532212
1931 07 26 0.512139
1931 07 27 0.496655
1931 07 28 0.48117
1931 07 29 0.473141
1931 07 30 0.496655
1931 07 31 0.508125
1931 08 01 0.532212
1931 08 02 0.512139
1931 08 03 0.488626
1931 08 04 0.45823
1931 08 05 0.406041
1931 08 06 0.427834
1931 08 07 0.413497
1931 08 08 0.406041
1931 08 09 0.398586
1931 08 10 0.395145
1931 08 11 0.377366
1931 08 12 0.367043
1931 08 13 0.360161
1931 08 14 0.350411
1931 08 15 0.343529
1931 08 16 0.340088
1931 08 17 0.33378
1931 08 18 0.32403
1931 08 19 0.317721
1931 08 20 0.310839
1931 08 21 0.310839
1931 08 22 0.301663
1931 08 23 0.295355
1931 08 24 0.289046
1931 08 25 0.276429
1931 08 26 0.273562
1931 08 27 0.291914
1931 08 28 0.282738
1931 08 29 0.273562
1931 08 30 0.267253
1931 08 31 0.261518
1931 09 01 0.258077
1931 09 02 0.252342
1931 09 03 0.243166
1931 09 04 0.240298
1931 09 05 0.237431
1931 09 06 0.234563
1931 09 07 0.234563
1931 09 08 0.273562
