year mo dy flow_cfs
1937 09 09 520
1937 09 10 512
1937 09 11 502
1937 09 12 494
1937 09 13 484
1937 09 14 480
1937 09 15 471
1937 09 16 466
1937 09 17 462
1937 09 18 453
1937 09 19 448
1937 09 20 444
1937 09 21 444
1937 09 22 448
1937 09 23 458
1937 09 24 507
1937 09 25 512
1937 09 26 502
1937 09 27 512
1937 09 28 516
1937 09 29 565
1937 09 30 575
1937 10 01 545
1937 10 02 570
1937 10 03 592
1937 10 04 674
1937 10 05 619
1937 10 06 586
1937 10 07 560
1937 10 08 535
1937 10 09 525
1937 10 10 516
1937 10 11 507
1937 10 12 498
1937 10 13 489
1937 10 14 484
1937 10 15 480
1937 10 16 484
1937 10 17 512
1937 10 18 507
1937 10 19 507
1937 10 20 516
1937 10 21 540
1937 10 22 560
1937 10 23 565
1937 10 24 565
1937 10 25 570
1937 10 26 560
1937 10 27 560
1937 10 28 550
1937 10 29 586
1937 10 30 630
1937 10 31 674
1937 11 01 730
1937 11 02 704
1937 11 03 680
1937 11 04 663
1937 11 05 652
1937 11 06 658
1937 11 07 658
1937 11 08 756
1937 11 09 985
1937 11 10 915
1937 11 11 848
1937 11 12 915
1937 11 13 950
1937 11 14 915
1937 11 15 915
1937 11 16 915
1937 11 17 848
1937 11 18 750
1937 11 19 692
1937 11 20 692
1937 11 21 711
1937 11 22 737
1937 11 23 770
1937 11 24 848
1937 11 25 880
1937 11 26 1060
1937 11 27 1020
1937 11 28 1020
1937 11 29 950
1937 11 30 880
1937 12 01 763
1937 12 02 848
1937 12 03 880
1937 12 04 848
1937 12 05 782
1937 12 06 724
1937 12 07 692
1937 12 08 848
1937 12 09 985
1937 12 10 1020
1937 12 11 1120
1937 12 12 1300
1937 12 13 1230
1937 12 14 1120
1937 12 15 1060
1937 12 16 985
1937 12 17 950
1937 12 18 915
1937 12 19 880
1937 12 20 848
1937 12 21 1000
1937 12 22 1000
1937 12 23 1000
1937 12 24 1000
1937 12 25 1000
1937 12 26 1000
1937 12 27 1000
1937 12 28 1000
1937 12 29 1000
1937 12 30 1000
1937 12 31 1000
1938 01 01 950
1938 01 02 950
1938 01 03 950
1938 01 04 950
1938 01 05 950
1938 01 06 950
1938 01 07 950
1938 01 08 950
1938 01 09 950
1938 01 10 950
1938 01 11 1000
1938 01 12 1000
1938 01 13 1000
1938 01 14 1000
1938 01 15 1000
1938 01 16 1000
1938 01 17 1340
1938 01 18 1230
1938 01 19 1120
1938 01 20 1020
1938 01 21 950
1938 01 22 915
1938 01 23 915
1938 01 24 848
1938 01 25 848
1938 01 26 782
1938 01 27 796
1938 01 28 848
1938 01 29 880
1938 01 30 915
1938 01 31 756
1938 02 01 915
1938 02 02 1090
1938 02 03 1200
1938 02 04 1200
1938 02 05 1160
1938 02 06 1060
1938 02 07 985
1938 02 08 915
1938 02 09 848
1938 02 10 880
1938 02 11 950
1938 02 12 915
1938 02 13 880
1938 02 14 880
1938 02 15 915
1938 02 16 900
1938 02 17 900
1938 02 18 900
1938 02 19 900
1938 02 20 900
1938 02 21 900
1938 02 22 900
1938 02 23 900
1938 02 24 900
1938 02 25 900
1938 02 26 900
1938 02 27 900
1938 02 28 900
1938 03 01 900
1938 03 02 900
1938 03 03 900
1938 03 04 900
1938 03 05 900
1938 03 06 950
1938 03 07 915
1938 03 08 724
1938 03 09 674
1938 03 10 680
1938 03 11 704
1938 03 12 730
1938 03 13 802
1938 03 14 915
1938 03 15 985
1938 03 16 1160
1938 03 17 1300
1938 03 18 1260
1938 03 19 1160
1938 03 20 1090
1938 03 21 1060
1938 03 22 985
1938 03 23 950
1938 03 24 950
1938 03 25 915
1938 03 26 915
1938 03 27 915
1938 03 28 950
1938 03 29 985
1938 03 30 985
1938 03 31 950
1938 04 01 915
1938 04 02 915
1938 04 03 950
1938 04 04 985
1938 04 05 1090
1938 04 06 1160
1938 04 07 1260
1938 04 08 1500
1938 04 09 1970
1938 04 10 2340
1938 04 11 2500
1938 04 12 2620
1938 04 13 2980
1938 04 14 3300
1938 04 15 3560
1938 04 16 4240
1938 04 17 6010
1938 04 18 14300
1938 04 19 18100
1938 04 20 12500
1938 04 21 9320
1938 04 22 8000
1938 04 23 7460
1938 04 24 7100
1938 04 25 6920
1938 04 26 6560
1938 04 27 6390
1938 04 28 6560
1938 04 29 7640
1938 04 30 10200
1938 05 01 13000
1938 05 02 14400
1938 05 03 12100
1938 05 04 9740
1938 05 05 8180
1938 05 06 7100
1938 05 07 6390
1938 05 08 5740
1938 05 09 5420
1938 05 10 5420
1938 05 11 5580
1938 05 12 5900
1938 05 13 7280
1938 05 14 8360
1938 05 15 9120
1938 05 16 10200
1938 05 17 11000
1938 05 18 10600
1938 05 19 9530
1938 05 20 8550
1938 05 21 8360
1938 05 22 9320
1938 05 23 11700
1938 05 24 15300
1938 05 25 18700
1938 05 26 21900
1938 05 27 22800
1938 05 28 21900
1938 05 29 20400
1938 05 30 18700
1938 05 31 17600
1938 06 01 16000
1938 06 02 15800
1938 06 03 16000
1938 06 04 16000
1938 06 05 16800
1938 06 06 17300
1938 06 07 14800
1938 06 08 13200
1938 06 09 11900
1938 06 10 9950
1938 06 11 8550
1938 06 12 8000
1938 06 13 8930
1938 06 14 9740
1938 06 15 9120
1938 06 16 9120
1938 06 17 10200
1938 06 18 9950
1938 06 19 9320
1938 06 20 8930
1938 06 21 8550
1938 06 22 8740
1938 06 23 9120
1938 06 24 8740
1938 06 25 7820
1938 06 26 7280
1938 06 27 6740
1938 06 28 6220
1938 06 29 5900
1938 06 30 5420
1938 07 01 4960
1938 07 02 4660
1938 07 03 4660
1938 07 04 4810
1938 07 05 4520
1938 07 06 4240
1938 07 07 3820
1938 07 08 3560
1938 07 09 3430
1938 07 10 3170
1938 07 11 2980
1938 07 12 2790
1938 07 13 2620
1938 07 14 2450
1938 07 15 2340
1938 07 16 2230
1938 07 17 2120
1938 07 18 2070
1938 07 19 1970
1938 07 20 1870
1938 07 21 1770
1938 07 22 1680
1938 07 23 1580
1938 07 24 1540
1938 07 25 1500
1938 07 26 1460
1938 07 27 1420
1938 07 28 1340
1938 07 29 1300
1938 07 30 1230
1938 07 31 1200
1938 08 01 1160
1938 08 02 1120
1938 08 03 1090
1938 08 04 1060
1938 08 05 1060
1938 08 06 985
1938 08 07 985
1938 08 08 950
1938 08 09 950
1938 08 10 915
1938 08 11 915
1938 08 12 880
1938 08 13 848
1938 08 14 880
1938 08 15 915
1938 08 16 880
1938 08 17 848
1938 08 18 848
1938 08 19 985
1938 08 20 1020
1938 08 21 950
1938 08 22 880
1938 08 23 815
1938 08 24 802
1938 08 25 770
1938 08 26 744
1938 08 27 724
1938 08 28 704
1938 08 29 685
1938 08 30 668
1938 08 31 652
1938 09 01 641
1938 09 02 630
1938 09 03 614
1938 09 04 602
1938 09 05 608
1938 09 06 619
1938 09 07 619
1938 09 08 630
1938 09 09 663
1938 09 10 668
1938 09 11 658
1938 09 12 641
1938 09 13 614
1938 09 14 602
1938 09 15 586
1938 09 16 565
1938 09 17 555
1938 09 18 545
1938 09 19 535
1938 09 20 525
1938 09 21 516
1938 09 22 507
1938 09 23 502
1938 09 24 498
1938 09 25 489
1938 09 26 480
1938 09 27 480
1938 09 28 471
1938 09 29 471
1938 09 30 498
1938 10 01 494
1938 10 02 484
1938 10 03 516
1938 10 04 575
1938 10 05 550
1938 10 06 535
1938 10 07 520
1938 10 08 516
1938 10 09 512
1938 10 10 498
1938 10 11 575
1938 10 12 619
1938 10 13 641
1938 10 14 711
1938 10 15 737
1938 10 16 692
1938 10 17 658
1938 10 18 636
1938 10 19 619
1938 10 20 597
1938 10 21 592
1938 10 22 580
1938 10 23 570
1938 10 24 560
1938 10 25 555
1938 10 26 545
1938 10 27 540
1938 10 28 535
1938 10 29 525
1938 10 30 525
1938 10 31 535
1938 11 01 540
1938 11 02 535
1938 11 03 560
1938 11 04 580
1938 11 05 570
1938 11 06 550
1938 11 07 535
1938 11 08 525
1938 11 09 530
1938 11 10 525
1938 11 11 520
1938 11 12 512
1938 11 13 507
1938 11 14 516
1938 11 15 555
1938 11 16 614
1938 11 17 624
1938 11 18 592
1938 11 19 592
1938 11 20 652
1938 11 21 608
1938 11 22 570
1938 11 23 570
1938 11 24 570
1938 11 25 570
1938 11 26 570
1938 11 27 570
1938 11 28 570
1938 11 29 570
1938 11 30 570
1938 12 01 570
1938 12 02 570
1938 12 03 570
1938 12 04 580
1938 12 05 641
1938 12 06 674
1938 12 07 674
1938 12 08 1020
1938 12 09 1820
1938 12 10 1540
1938 12 11 1200
1938 12 12 700
1938 12 13 600
1938 12 14 700
1938 12 15 760
1938 12 16 800
1938 12 17 800
1938 12 18 800
1938 12 19 800
1938 12 20 800
1938 12 21 800
1938 12 22 800
1938 12 23 800
1938 12 24 800
1938 12 25 800
1938 12 26 730
1938 12 27 640
1938 12 28 640
1938 12 29 640
1938 12 30 750
1938 12 31 900
1939 01 01 1200
1939 01 02 1300
1939 01 03 1250
1939 01 04 1200
1939 01 05 1050
1939 01 06 950
1939 01 07 900
1939 01 08 820
1939 01 09 760
1939 01 10 710
1939 01 11 680
1939 01 12 670
1939 01 13 660
1939 01 14 650
1939 01 15 640
1939 01 16 640
1939 01 17 640
1939 01 18 630
1939 01 19 620
1939 01 20 620
1939 01 21 600
1939 01 22 550
1939 01 23 570
1939 01 24 610
1939 01 25 620
1939 01 26 560
1939 01 27 580
1939 01 28 650
1939 01 29 690
1939 01 30 700
1939 01 31 650
1939 02 01 550
1939 02 02 540
1939 02 03 550
1939 02 04 560
1939 02 05 570
1939 02 06 560
1939 02 07 490
1939 02 08 400
1939 02 09 380
1939 02 10 400
1939 02 11 450
1939 02 12 490
1939 02 13 510
1939 02 14 540
1939 02 15 550
1939 02 16 540
1939 02 17 530
1939 02 18 520
1939 02 19 520
1939 02 20 510
1939 02 21 520
1939 02 22 520
1939 02 23 530
1939 02 24 540
1939 02 25 540
1939 02 26 550
1939 02 27 540
1939 02 28 530
1939 03 01 520
1939 03 02 520
1939 03 03 520
1939 03 04 500
1939 03 05 470
1939 03 06 500
1939 03 07 520
1939 03 08 520
1939 03 09 560
1939 03 10 560
1939 03 11 550
1939 03 12 560
1939 03 13 560
1939 03 14 560
1939 03 15 565
1939 03 16 570
1939 03 17 580
1939 03 18 600
1939 03 19 650
1939 03 20 700
1939 03 21 840
1939 03 22 1100
1939 03 23 1600
1939 03 24 2000
1939 03 25 3090
1939 03 26 4520
1939 03 27 3960
1939 03 28 3300
1939 03 29 2980
1939 03 30 2910
1939 03 31 2980
1939 04 01 3560
1939 04 02 4660
1939 04 03 5740
1939 04 04 5900
1939 04 05 5260
1939 04 06 4380
1939 04 07 3960
1939 04 08 3560
1939 04 09 3690
1939 04 10 3820
1939 04 11 3690
1939 04 12 3560
1939 04 13 3560
1939 04 14 3560
1939 04 15 3960
1939 04 16 4240
1939 04 17 4240
1939 04 18 4660
1939 04 19 6060
1939 04 20 7460
1939 04 21 8930
1939 04 22 11400
1939 04 23 13500
1939 04 24 13200
1939 04 25 12500
1939 04 26 11500
1939 04 27 10500
1939 04 28 13500
1939 04 29 18000
1939 04 30 26000
1939 05 01 22000
1939 05 02 19000
1939 05 03 21000
1939 05 04 22500
1939 05 05 22300
1939 05 06 17700
1939 05 07 14500
1939 05 08 12400
1939 05 09 12900
1939 05 10 13300
1939 05 11 13300
1939 05 12 13300
1939 05 13 13800
1939 05 14 15700
1939 05 15 19000
1939 05 16 23000
1939 05 17 25100
1939 05 18 22600
1939 05 19 18000
1939 05 20 14500
1939 05 21 12000
1939 05 22 11300
1939 05 23 11100
1939 05 24 10700
1939 05 25 10300
1939 05 26 10700
1939 05 27 12000
1939 05 28 13800
1939 05 29 14700
1939 05 30 16400
1939 05 31 14700
1939 06 01 11800
1939 06 02 9900
1939 06 03 9100
1939 06 04 8900
1939 06 05 8900
1939 06 06 8330
1939 06 07 7610
1939 06 08 7070
1939 06 09 6890
1939 06 10 6710
1939 06 11 6540
1939 06 12 6710
1939 06 13 6890
1939 06 14 7070
1939 06 15 7070
1939 06 16 7610
1939 06 17 7250
1939 06 18 6890
1939 06 19 9100
1939 06 20 9900
1939 06 21 8900
1939 06 22 8150
1939 06 23 7970
1939 06 24 7610
1939 06 25 6890
1939 06 26 6380
1939 06 27 5740
1939 06 28 5590
1939 06 29 5590
1939 06 30 5900
1939 07 01 5900
1939 07 02 5440
1939 07 03 4990
1939 07 04 4560
1939 07 05 4160
1939 07 06 3900
1939 07 07 3640
1939 07 08 3380
1939 07 09 3250
1939 07 10 3120
1939 07 11 3060
1939 07 12 3000
1939 07 13 2880
1939 07 14 2760
1939 07 15 2520
1939 07 16 2410
1939 07 17 2300
1939 07 18 2140
1939 07 19 1970
1939 07 20 1920
1939 07 21 1970
1939 07 22 1860
1939 07 23 1720
1939 07 24 1630
1939 07 25 1590
1939 07 26 1510
1939 07 27 1470
1939 07 28 1430
1939 07 29 1390
1939 07 30 1350
1939 07 31 1310
1939 08 01 1270
1939 08 02 1190
1939 08 03 1150
1939 08 04 1120
1939 08 05 1080
1939 08 06 1010
1939 08 07 1010
1939 08 08 975
1939 08 09 1010
1939 08 10 1010
1939 08 11 940
1939 08 12 905
1939 08 13 863
1939 08 14 828
1939 08 15 796
1939 08 16 776
1939 08 17 752
1939 08 18 734
1939 08 19 710
1939 08 20 694
1939 08 21 677
1939 08 22 672
1939 08 23 655
1939 08 24 644
1939 08 25 633
1939 08 26 622
1939 08 27 616
1939 08 28 611
1939 08 29 622
1939 08 30 616
1939 08 31 600
1939 09 01 590
1939 09 02 580
1939 09 03 575
1939 09 04 565
1939 09 05 560
1939 09 06 585
1939 09 07 590
1939 09 08 570
1939 09 09 550
1939 09 10 536
1939 09 11 532
1939 09 12 532
1939 09 13 545
1939 09 14 595
1939 09 15 616
1939 09 16 600
1939 09 17 570
1939 09 18 546
1939 09 19 528
1939 09 20 514
1939 09 21 505
1939 09 22 497
1939 09 23 493
1939 09 24 489
1939 09 25 485
1939 09 26 481
1939 09 27 477
1939 09 28 501
1939 09 29 501
1939 09 30 497
1939 10 01 493
1939 10 02 485
1939 10 03 477
1939 10 04 477
1939 10 05 493
1939 10 06 497
1939 10 07 485
1939 10 08 477
1939 10 09 473
1939 10 10 465
1939 10 11 457
1939 10 12 449
1939 10 13 441
1939 10 14 437
1939 10 15 445
1939 10 16 469
1939 10 17 465
1939 10 18 461
1939 10 19 461
1939 10 20 469
1939 10 21 457
1939 10 22 445
1939 10 23 437
1939 10 24 433
1939 10 25 433
1939 10 26 437
1939 10 27 441
1939 10 28 477
1939 10 29 523
1939 10 30 514
1939 10 31 489
1939 11 01 473
1939 11 02 465
1939 11 03 461
1939 11 04 457
1939 11 05 445
1939 11 06 445
1939 11 07 550
1939 11 08 776
1939 11 09 650
1939 11 10 595
1939 11 11 555
1939 11 12 528
1939 11 13 510
1939 11 14 497
1939 11 15 489
1939 11 16 477
1939 11 17 465
1939 11 18 453
1939 11 19 453
1939 11 20 437
1939 11 21 457
1939 11 22 441
1939 11 23 437
1939 11 24 418
1939 11 25 400
1939 11 26 380
1939 11 27 375
1939 11 28 390
1939 11 29 400
1939 11 30 418
1939 12 01 453
1939 12 02 445
1939 12 03 441
1939 12 04 422
1939 12 05 411
1939 12 06 418
1939 12 07 418
1939 12 08 449
1939 12 09 600
1939 12 10 796
1939 12 11 940
1939 12 12 905
1939 12 13 822
1939 12 14 758
1939 12 15 809
1939 12 16 940
1939 12 17 1080
1939 12 18 1150
1939 12 19 1010
1939 12 20 940
1939 12 21 905
1939 12 22 849
1939 12 23 758
1939 12 24 740
1939 12 25 710
1939 12 26 635
1939 12 27 585
1939 12 28 540
1939 12 29 515
1939 12 30 550
1939 12 31 600
1940 01 01 700
1940 01 02 740
1940 01 03 783
1940 01 04 699
1940 01 05 666
1940 01 06 633
1940 01 07 600
1940 01 08 565
1940 01 09 535
1940 01 10 555
1940 01 11 505
1940 01 12 485
1940 01 13 570
1940 01 14 570
1940 01 15 610
1940 01 16 688
1940 01 17 672
1940 01 18 640
1940 01 19 495
1940 01 20 400
1940 01 21 350
1940 01 22 380
1940 01 23 430
1940 01 24 470
1940 01 25 490
1940 01 26 500
1940 01 27 500
1940 01 28 510
1940 01 29 510
1940 01 30 495
1940 01 31 490
1940 02 01 490
1940 02 02 455
1940 02 03 470
1940 02 04 495
1940 02 05 510
1940 02 06 530
1940 02 07 585
1940 02 08 595
1940 02 09 605
1940 02 10 630
1940 02 11 605
1940 02 12 580
1940 02 13 530
1940 02 14 530
1940 02 15 530
1940 02 16 550
1940 02 17 555
1940 02 18 590
1940 02 19 590
1940 02 20 570
1940 02 21 580
1940 02 22 540
1940 02 23 490
1940 02 24 495
1940 02 25 510
1940 02 26 640
1940 02 27 720
1940 02 28 810
1940 02 29 1010
1940 03 01 1080
1940 03 02 1040
1940 03 03 1010
1940 03 04 865
1940 03 05 870
1940 03 06 830
1940 03 07 822
1940 03 08 863
1940 03 09 849
1940 03 10 790
1940 03 11 740
1940 03 12 728
1940 03 13 694
1940 03 14 683
1940 03 15 688
1940 03 16 776
1940 03 17 1010
1940 03 18 1150
1940 03 19 1230
1940 03 20 1230
1940 03 21 1310
1940 03 22 1510
1940 03 23 1760
1940 03 24 2140
1940 03 25 2300
1940 03 26 2240
1940 03 27 2520
1940 03 28 2820
1940 03 29 2760
1940 03 30 2700
1940 03 31 2700
1940 04 01 2760
1940 04 02 3000
1940 04 03 3060
1940 04 04 2820
1940 04 05 2580
1940 04 06 2520
1940 04 07 2460
1940 04 08 2820
1940 04 09 3510
1940 04 10 3510
1940 04 11 3250
1940 04 12 3000
1940 04 13 3000
1940 04 14 4280
1940 04 15 5900
1940 04 16 5440
1940 04 17 4840
1940 04 18 4990
1940 04 19 5900
1940 04 20 6540
1940 04 21 7610
1940 04 22 6890
1940 04 23 6220
1940 04 24 5900
1940 04 25 5590
1940 04 26 5440
1940 04 27 5590
1940 04 28 5900
1940 04 29 6060
1940 04 30 5440
1940 05 01 5140
1940 05 02 6060
1940 05 03 9280
1940 05 04 10700
1940 05 05 9300
1940 05 06 7790
1940 05 07 6710
1940 05 08 6380
1940 05 09 7070
1940 05 10 9500
1940 05 11 13300
1940 05 12 14500
1940 05 13 13100
1940 05 14 11800
1940 05 15 10900
1940 05 16 10500
1940 05 17 10100
1940 05 18 9500
1940 05 19 10100
1940 05 20 11800
1940 05 21 12400
1940 05 22 12000
1940 05 23 12400
1940 05 24 13300
1940 05 25 14500
1940 05 26 14000
1940 05 27 12200
1940 05 28 10500
1940 05 29 10300
1940 05 30 10700
1940 05 31 11600
1940 06 01 11600
1940 06 02 10700
1940 06 03 9900
1940 06 04 8900
1940 06 05 8330
1940 06 06 7790
1940 06 07 7430
1940 06 08 7070
1940 06 09 6710
1940 06 10 6380
1940 06 11 6380
1940 06 12 6890
1940 06 13 7070
1940 06 14 7070
1940 06 15 6220
1940 06 16 5590
1940 06 17 4990
1940 06 18 4700
1940 06 19 4420
1940 06 20 4420
1940 06 21 4420
1940 06 22 4030
1940 06 23 3510
1940 06 24 3120
1940 06 25 2880
1940 06 26 2760
1940 06 27 2640
1940 06 28 2460
1940 06 29 2300
1940 06 30 2140
1940 07 01 2080
1940 07 02 2080
1940 07 03 1970
1940 07 04 1860
1940 07 05 1810
1940 07 06 1810
1940 07 07 1720
1940 07 08 1590
1940 07 09 1510
1940 07 10 1470
1940 07 11 1390
1940 07 12 1350
1940 07 13 1310
1940 07 14 1270
1940 07 15 1230
1940 07 16 1190
1940 07 17 1190
1940 07 18 1190
1940 07 19 1150
1940 07 20 1080
1940 07 21 1080
1940 07 22 1010
1940 07 23 975
1940 07 24 940
1940 07 25 940
1940 07 26 905
1940 07 27 1040
1940 07 28 1080
1940 07 29 1010
1940 07 30 975
1940 07 31 905
1940 08 01 877
1940 08 02 870
1940 08 03 816
1940 08 04 776
1940 08 05 746
1940 08 06 728
1940 08 07 704
1940 08 08 682
1940 08 09 660
1940 08 10 644
1940 08 11 633
1940 08 12 622
1940 08 13 606
1940 08 14 590
1940 08 15 585
1940 08 16 575
1940 08 17 565
1940 08 18 555
1940 08 19 546
1940 08 20 532
1940 08 21 528
1940 08 22 518
1940 08 23 510
1940 08 24 505
1940 08 25 501
1940 08 26 497
1940 08 27 497
1940 08 28 505
1940 08 29 493
1940 08 30 485
1940 08 31 477
1940 09 01 465
1940 09 02 457
1940 09 03 465
1940 09 04 465
1940 09 05 497
1940 09 06 518
1940 09 07 493
1940 09 08 477
1940 09 09 465
1940 09 10 457
1940 09 11 449
1940 09 12 441
1940 09 13 441
1940 09 14 532
1940 09 15 565
1940 09 16 528
1940 09 17 510
1940 09 18 493
1940 09 19 489
1940 09 20 514
1940 09 21 510
1940 09 22 560
1940 09 23 570
1940 09 24 570
1940 09 25 546
1940 09 26 528
1940 09 27 514
1940 09 28 497
1940 09 29 485
1940 09 30 481
1940 10 01 496
1940 10 02 496
1940 10 03 488
1940 10 04 488
1940 10 05 505
1940 10 06 492
1940 10 07 480
1940 10 08 476
1940 10 09 464
1940 10 10 456
1940 10 11 464
1940 10 12 530
1940 10 13 555
1940 10 14 570
1940 10 15 570
1940 10 16 555
1940 10 17 540
1940 10 18 525
1940 10 19 515
1940 10 20 505
1940 10 21 496
1940 10 22 488
1940 10 23 484
1940 10 24 480
1940 10 25 496
1940 10 26 505
1940 10 27 500
1940 10 28 505
1940 10 29 525
1940 10 30 545
1940 10 31 565
1940 11 01 575
1940 11 02 575
1940 11 03 555
1940 11 04 540
1940 11 05 530
1940 11 06 515
1940 11 07 515
1940 11 08 550
1940 11 09 545
1940 11 10 505
1940 11 11 500
1940 11 12 400
1940 11 13 360
1940 11 14 380
1940 11 15 400
1940 11 16 424
1940 11 17 440
1940 11 18 470
1940 11 19 490
1940 11 20 500
1940 11 21 490
1940 11 22 490
1940 11 23 480
1940 11 24 480
1940 11 25 490
1940 11 26 510
1940 11 27 500
1940 11 28 500
1940 11 29 500
1940 11 30 520
1940 12 01 520
1940 12 02 520
1940 12 03 520
1940 12 04 520
1940 12 05 520
1940 12 06 520
1940 12 07 520
1940 12 08 515
1940 12 09 510
1940 12 10 500
1940 12 11 460
1940 12 12 410
1940 12 13 380
1940 12 14 360
1940 12 15 340
1940 12 16 350
1940 12 17 360
1940 12 18 370
1940 12 19 390
1940 12 20 430
1940 12 21 510
1940 12 22 540
1940 12 23 550
1940 12 24 550
1940 12 25 550
1940 12 26 540
1940 12 27 540
1940 12 28 530
1940 12 29 510
1940 12 30 490
1940 12 31 470
1941 01 01 440
1941 01 02 420
1941 01 03 410
1941 01 04 400
1941 01 05 410
1941 01 06 440
1941 01 07 480
1941 01 08 480
1941 01 09 470
1941 01 10 450
1941 01 11 420
1941 01 12 420
1941 01 13 420
1941 01 14 430
1941 01 15 440
1941 01 16 460
1941 01 17 480
1941 01 18 500
1941 01 19 520
1941 01 20 540
1941 01 21 530
1941 01 22 520
1941 01 23 496
1941 01 24 460
1941 01 25 440
1941 01 26 480
1941 01 27 520
1941 01 28 520
1941 01 29 500
1941 01 30 470
1941 01 31 460
1941 02 01 470
1941 02 02 500
1941 02 03 510
1941 02 04 490
1941 02 05 460
1941 02 06 460
1941 02 07 480
1941 02 08 500
1941 02 09 520
1941 02 10 530
1941 02 11 540
1941 02 12 530
1941 02 13 510
1941 02 14 480
1941 02 15 470
1941 02 16 460
1941 02 17 450
1941 02 18 460
1941 02 19 470
1941 02 20 490
1941 02 21 500
1941 02 22 500
1941 02 23 480
1941 02 24 480
1941 02 25 490
1941 02 26 520
1941 02 27 550
1941 02 28 610
1941 03 01 670
1941 03 02 770
1941 03 03 800
1941 03 04 810
1941 03 05 810
1941 03 06 810
1941 03 07 810
1941 03 08 840
1941 03 09 875
1941 03 10 875
1941 03 11 840
1941 03 12 810
1941 03 13 738
1941 03 14 732
1941 03 15 756
1941 03 16 732
1941 03 17 750
1941 03 18 762
1941 03 19 810
1941 03 20 840
1941 03 21 875
1941 03 22 875
1941 03 23 910
1941 03 24 980
1941 03 25 1020
1941 03 26 1120
1941 03 27 1240
1941 03 28 1360
1941 03 29 1520
1941 03 30 1740
1941 03 31 2060
1941 04 01 2410
1941 04 02 2680
1941 04 03 2740
1941 04 04 2740
1941 04 05 2790
1941 04 06 2790
1941 04 07 2680
1941 04 08 2570
1941 04 09 2680
1941 04 10 2910
1941 04 11 3100
1941 04 12 3240
1941 04 13 3300
1941 04 14 3240
1941 04 15 3240
1941 04 16 3100
1941 04 17 2910
1941 04 18 2620
1941 04 19 2460
1941 04 20 2310
1941 04 21 2410
1941 04 22 2620
1941 04 23 3100
1941 04 24 3690
1941 04 25 4240
1941 04 26 4240
1941 04 27 4380
1941 04 28 4660
1941 04 29 5420
1941 04 30 6390
1941 05 01 7460
1941 05 02 8360
1941 05 03 8550
1941 05 04 7820
1941 05 05 7280
1941 05 06 6390
1941 05 07 5420
1941 05 08 4810
1941 05 09 4380
1941 05 10 3960
1941 05 11 4100
1941 05 12 5420
1941 05 13 8550
1941 05 14 11000
1941 05 15 9320
1941 05 16 7820
1941 05 17 7460
1941 05 18 7820
1941 05 19 7100
1941 05 20 6060
1941 05 21 5420
1941 05 22 5110
1941 05 23 5260
1941 05 24 5900
1941 05 25 6920
1941 05 26 7460
1941 05 27 6740
1941 05 28 5900
1941 05 29 5260
1941 05 30 5740
1941 05 31 6220
1941 06 01 6920
1941 06 02 8180
1941 06 03 7280
1941 06 04 6740
1941 06 05 6390
1941 06 06 6060
1941 06 07 5580
1941 06 08 5260
1941 06 09 4960
1941 06 10 4660
1941 06 11 4240
1941 06 12 4100
1941 06 13 3960
1941 06 14 3960
1941 06 15 3820
1941 06 16 3560
1941 06 17 3240
1941 06 18 3100
1941 06 19 2910
1941 06 20 2740
1941 06 21 2520
1941 06 22 2310
1941 06 23 2210
1941 06 24 2110
1941 06 25 2160
1941 06 26 2060
1941 06 27 1920
1941 06 28 1920
1941 06 29 2060
1941 06 30 2010
1941 07 01 1920
1941 07 02 1780
1941 07 03 1740
1941 07 04 1690
1941 07 05 1640
1941 07 06 1560
1941 07 07 1520
1941 07 08 1490
1941 07 09 1360
1941 07 10 1280
1941 07 11 1240
1941 07 12 1240
1941 07 13 1160
1941 07 14 1120
1941 07 15 1080
1941 07 16 1050
1941 07 17 980
1941 07 18 980
1941 07 19 945
1941 07 20 945
1941 07 21 910
1941 07 22 840
1941 07 23 810
1941 07 24 810
1941 07 25 810
1941 07 26 840
1941 07 27 810
1941 07 28 780
1941 07 29 810
1941 07 30 810
1941 07 31 774
1941 08 01 744
1941 08 02 720
1941 08 03 696
1941 08 04 672
1941 08 05 648
1941 08 06 624
1941 08 07 606
1941 08 08 590
1941 08 09 580
1941 08 10 580
1941 08 11 570
1941 08 12 580
1941 08 13 560
1941 08 14 550
1941 08 15 540
1941 08 16 530
1941 08 17 520
1941 08 18 500
1941 08 19 492
1941 08 20 480
1941 08 21 472
1941 08 22 468
1941 08 23 492
1941 08 24 510
1941 08 25 500
1941 08 26 488
1941 08 27 500
1941 08 28 515
1941 08 29 520
1941 08 30 510
1941 08 31 496
1941 09 01 496
1941 09 02 492
1941 09 03 550
1941 09 04 642
1941 09 05 648
1941 09 06 618
1941 09 07 636
1941 09 08 595
1941 09 09 570
1941 09 10 565
1941 09 11 575
1941 09 12 580
1941 09 13 672
1941 09 14 678
1941 09 15 780
1941 09 16 875
1941 09 17 840
1941 09 18 840
1941 09 19 910
1941 09 20 910
1941 09 21 910
1941 09 22 875
1941 09 23 840
1941 09 24 875
1941 09 25 910
1941 09 26 945
1941 09 27 1080
1941 09 28 1200
1941 09 29 1200
1941 09 30 1240
1941 10 01 1560
1941 10 02 1640
1941 10 03 1600
1941 10 04 2060
1941 10 05 2160
1941 10 06 2010
1941 10 07 1920
