year mo dy flow_cfs
1969 03 23 758
1969 03 24 849
1969 03 25 1016
1969 03 26 1063
1969 03 27 463
1969 03 28 1566
1969 03 29 1488
1969 03 30 1852
1969 03 31 1970
1969 04 01 2393
1969 04 02 2464
1969 04 03 2986
1969 04 04 3372
1969 04 05 3786
1969 04 06 5172
1969 04 07 6215
1969 04 08 5957
1969 04 09 6486
1969 04 10 7172
1969 04 11 7686
1969 04 12 7614
1969 04 13 7857
1969 04 14 7786
1969 04 15 7329
1969 04 16 7330
1969 04 17 7456
1969 04 18 8038
1969 04 19 8371
1969 04 20 6873
1969 04 21 6291
1969 04 22 6357
1969 04 23 11099
1969 04 24 16706
1969 04 25 13712
1969 04 26 10883
1969 04 27 9103
1969 04 28 7955
1969 04 29 8171
1969 04 30 7526
1969 05 01 6808
1969 05 02 6217
1969 05 03 5862
1969 05 04 5266
1969 05 05 5891
1969 05 06 6295
1969 05 07 8490
1969 05 08 10013
1969 05 09 10605
1969 05 10 13296
1969 05 11 15872
1969 05 12 18586
1969 05 13 19019
1969 05 14 18900
1969 05 15 18603
1969 05 16 16295
1969 05 17 14918
1969 05 18 13576
1969 05 19 14531
1969 05 20 12805
1969 05 21 11075
1969 05 22 10116
1969 05 23 10936
1969 05 24 13311
1969 05 25 16403
1969 05 26 18313
1969 05 27 17062
1969 05 28 13649
1969 05 29 12643
1969 05 30 16507
1969 05 31 18175
1969 06 01 13799
1969 06 02 11889
1969 06 03 12528
1969 06 04 13909
1969 06 05 14331
1969 06 06 13694
1969 06 07 13910
1969 06 08 11660
1969 06 09 10773
1969 06 10 9445
1969 06 11 8758
1969 06 12 7528
1969 06 13 6892
1969 06 14 5890
1969 06 15 5450
1969 06 16 5003
1969 06 17 5113
1969 06 18 5012
1969 06 19 5238
1969 06 20 5125
1969 06 21 5456
1969 06 22 5903
1969 06 23 5345
1969 06 24 6739
1969 06 25 8836
1969 06 26 10118
1969 06 27 11278
1969 06 28 11498
1969 06 29 13144
1969 06 30 12349
1969 07 01 10103
1969 07 02 8878
1969 07 03 8412
1969 07 04 7696
1969 07 05 6275
1969 07 06 6034
1969 07 07 5558
1969 07 08 4997
1969 07 09 4547
1969 07 10 4666
1969 07 11 3909
1969 07 12 4135
1969 07 13 3417
1969 07 14 3181
1969 07 15 3181
1969 07 16 3180
1969 07 17 2700
1969 07 18 2456
1969 07 19 2428
1969 07 20 2492
1969 07 21 2068
1969 07 22 2118
1969 07 23 2299
1969 07 24 1952
1969 07 25 2098
1969 07 26 1695
1969 07 27 1612
1969 07 28 1708
1969 07 29 1372
1969 07 30 1618
1969 07 31 1358
1969 08 01 1585
1969 08 02 1656
1969 08 03 1656
1969 08 04 900
1969 08 05 1557
1969 08 06 1075
1969 08 07 1065
1969 08 08 1610
1969 08 09 1024
1969 08 10 1276
1969 08 11 928
1969 08 12 1120
1969 08 13 931
1969 08 14 1048
1969 08 15 988
1969 08 16 1013
1969 08 17 1066
1969 08 18 904
1969 08 19 1146
1969 08 20 980
1969 08 21 904
1969 08 22 1000
1969 08 23 850
1969 08 24 775
1969 08 25 914
1969 08 26 708
1969 08 27 616
1969 08 28 702
1969 08 29 851
1969 08 30 610
1969 08 31 819
1969 09 01 1002
1969 09 02 318
1969 09 03 1399
1969 09 04 1262
1969 09 05 1050
1969 09 06 798
1969 09 07 959
1969 09 08 1252
1969 09 09 788
1969 09 10 848
1969 09 11 797
1969 09 12 640
1969 09 13 988
1969 09 14 1104
1969 09 15 942
1969 09 16 741
1969 09 17 1058
1969 09 18 876
1969 09 19 1098
1969 09 20 1128
1969 09 21 1128
1969 09 22 896
1969 09 23 1532
1969 09 24 799
1969 09 25 897
1969 09 26 838
1969 09 27 867
1969 09 28 662
1969 09 29 662
1969 09 30 1406
1969 10 01 2182
1969 10 02 1236
1969 10 03 1016
1969 10 04 1121
1969 10 05 909
1969 10 06 803
1969 10 07 973
1969 10 08 751
1969 10 09 1845
1969 10 10 1209
1969 10 11 1129
1969 10 12 876
1969 10 13 791
1969 10 14 840
1969 10 15 1018
1969 10 16 834
1969 10 17 887
1969 10 18 645
1969 10 19 917
1969 10 20 503
1969 10 21 764
1969 10 22 992
1969 10 23 370
1969 10 24 1484
1969 10 25 671
1969 10 26 860
1969 10 27 574
1969 10 28 1053
1969 10 29 677
1969 10 30 696
1969 10 31 896
1969 11 01 853
1969 11 02 713
1969 11 03 1148
1969 11 04 1059
1969 11 05 961
1969 11 06 676
1969 11 07 587
1969 11 08 737
1969 11 09 966
1969 11 10 866
1969 11 11 843
1969 11 12 701
1969 11 13 792
1969 11 14 590
1969 11 15 1283
1969 11 16 804
1969 11 17 883
1969 11 18 1313
1969 11 19 700
1969 11 20 762
1969 11 21 825
1969 11 22 788
1969 11 23 879
1969 11 24 592
1969 11 25 495
1969 11 26 328
1969 11 27 641
1969 11 28 280
1969 11 29 222
1969 11 30 425
1969 12 01 234
1969 12 02 723
1969 12 03 662
1969 12 04 1034
1969 12 05 671
1969 12 06 671
1969 12 07 490
1969 12 08 299
1969 12 09 722
1969 12 10 670
1969 12 11 1340
1969 12 12 1148
1969 12 13 529
1969 12 14 1315
1969 12 15 558
1969 12 16 971
1969 12 17 767
1969 12 18 1033
1969 12 19 950
1969 12 20 774
1969 12 21 900
1969 12 22 679
1969 12 23 819
1969 12 24 592
1969 12 25 589
1969 12 26 502
1969 12 27 423
1969 12 28 513
1969 12 29 673
1969 12 30 782
1969 12 31 440
1970 01 01 574
1970 01 02 547
1970 01 03 413
1970 01 04 318
1970 01 05 241
1970 01 06 279
1970 01 07 338
1970 01 08 335
1970 01 09 739
1970 01 10 1142
1970 01 11 409
1970 01 12 570
1970 01 13 1293
1970 01 14 1223
1970 01 15 655
1970 01 16 577
1970 01 17 739
1970 01 18 907
1970 01 19 668
1970 01 20 917
1970 01 21 918
1970 01 22 752
1970 01 23 1251
1970 01 24 1334
1970 01 25 1211
1970 01 26 790
1970 01 27 1490
1970 01 28 585
1970 01 29 732
1970 01 30 611
1970 01 31 774
1970 02 01 774
1970 02 02 608
1970 02 03 706
1970 02 04 633
1970 02 05 389
1970 02 06 722
1970 02 07 633
1970 02 08 476
1970 02 09 552
1970 02 10 469
1970 02 11 558
1970 02 12 615
1970 02 13 752
1970 02 14 835
1970 02 15 915
1970 02 16 2170
1970 02 17 2065
1970 02 18 899
1970 02 19 918
1970 02 20 673
1970 02 21 839
1970 02 22 752
1970 02 23 659
1970 02 24 659
1970 02 25 708
1970 02 26 579
1970 02 27 666
1970 02 28 749
1970 03 01 666
1970 03 02 898
1970 03 03 643
1970 03 04 681
1970 03 05 751
1970 03 06 606
1970 03 07 1323
1970 03 08 768
1970 03 09 805
1970 03 10 719
1970 03 11 644
1970 03 12 793
1970 03 13 799
1970 03 14 466
1970 03 15 962
1970 03 16 1046
1970 03 17 539
1970 03 18 793
1970 03 19 630
1970 03 20 706
1970 03 21 639
1970 03 22 799
1970 03 23 1288
1970 03 24 759
1970 03 25 1154
1970 03 26 688
1970 03 27 955
1970 03 28 729
1970 03 29 973
1970 03 30 909
1970 03 31 635
1970 04 01 870
1970 04 02 550
1970 04 03 1036
1970 04 04 1001
1970 04 05 731
1970 04 06 1162
1970 04 07 1907
1970 04 08 1123
1970 04 09 2230
1970 04 10 2726
1970 04 11 2224
1970 04 12 2118
1970 04 13 1906
1970 04 14 2022
1970 04 15 1693
1970 04 16 1426
1970 04 17 1507
1970 04 18 1341
1970 04 19 1281
1970 04 20 1693
1970 04 21 1781
1970 04 22 1589
1970 04 23 1677
1970 04 24 2210
1970 04 25 1756
1970 04 26 1230
1970 04 27 1561
1970 04 28 1545
1970 04 29 1601
1970 04 30 1365
1970 05 01 1790
1970 05 02 2591
1970 05 03 4352
1970 05 04 6483
1970 05 05 9394
1970 05 06 12815
1970 05 07 16467
1970 05 08 14553
1970 05 09 13349
1970 05 10 11781
1970 05 11 11546
1970 05 12 9408
1970 05 13 7916
1970 05 14 6632
1970 05 15 6773
1970 05 16 8240
1970 05 17 14806
1970 05 18 20620
1970 05 19 18057
1970 05 20 18416
1970 05 21 17633
1970 05 22 18029
1970 05 23 19512
1970 05 24 21230
1970 05 25 21061
1970 05 26 24701
1970 05 27 26016
1970 05 28 20413
1970 05 29 16754
1970 05 30 14768
1970 05 31 13512
1970 06 01 14411
1970 06 02 17747
1970 06 03 22493
1970 06 04 27556
1970 06 05 30439
1970 06 06 29723
1970 06 07 28282
1970 06 08 25408
1970 06 09 22943
1970 06 10 20496
1970 06 11 14898
1970 06 12 12744
1970 06 13 12531
1970 06 14 13736
1970 06 15 14742
1970 06 16 20159
1970 06 17 16310
1970 06 18 14888
1970 06 19 15335
1970 06 20 15125
1970 06 21 14128
1970 06 22 13698
1970 06 23 13497
1970 06 24 11659
1970 06 25 10938
1970 06 26 9423
1970 06 27 8843
1970 06 28 10002
1970 06 29 8724
1970 06 30 7839
1970 07 01 6052
1970 07 02 5587
1970 07 03 5111
1970 07 04 4990
1970 07 05 4872
1970 07 06 4635
1970 07 07 4289
1970 07 08 3847
1970 07 09 3573
1970 07 10 3691
1970 07 11 2981
1970 07 12 2980
1970 07 13 4518
1970 07 14 3095
1970 07 15 2994
1970 07 16 2760
1970 07 17 2760
1970 07 18 2400
1970 07 19 2282
1970 07 20 2397
1970 07 21 1810
1970 07 22 1934
1970 07 23 1948
1970 07 24 1676
1970 07 25 1960
1970 07 26 1592
1970 07 27 2394
1970 07 28 1923
1970 07 29 1755
1970 07 30 1602
1970 07 31 1518
1970 08 01 1545
1970 08 02 2980
1970 08 03 1361
1970 08 04 1681
1970 08 05 1731
1970 08 06 1265
1970 08 07 1432
1970 08 08 1394
1970 08 09 918
1970 08 10 1154
1970 08 11 1400
1970 08 12 1273
1970 08 13 674
1970 08 14 1364
1970 08 15 669
1970 08 16 1017
1970 08 17 820
1970 08 18 936
1970 08 19 1054
1970 08 20 991
1970 08 21 1127
1970 08 22 361
1970 08 23 902
1970 08 24 1126
1970 08 25 880
1970 08 26 744
1970 08 27 1035
1970 08 28 465
1970 08 29 924
1970 08 30 352
1970 08 31 762
1970 09 01 1079
1970 09 02 821
1970 09 03 1073
1970 09 04 841
1970 09 05 861
1970 09 06 630
1970 09 07 1478
1970 09 08 1181
1970 09 09 860
1970 09 10 330
1970 09 11 834
1970 09 12 377
1970 09 13 956
1970 09 14 930
1970 09 15 679
1970 09 16 910
1970 09 17 820
1970 09 18 1374
1970 09 19 598
1970 09 20 1122
1970 09 21 813
1970 09 22 1554
1970 09 23 1504
1970 09 24 1161
1970 09 25 1009
1970 09 26 773
1970 09 27 1086
1970 09 28 736
1970 09 29 889
1970 09 30 637
1970 10 01 1102
1970 10 02 910
1970 10 03 996
1970 10 04 1006
1970 10 05 1092
1970 10 06 677
1970 10 07 645
1970 10 08 983
1970 10 09 719
1970 10 10 808
1970 10 11 1002
1970 10 12 1087
1970 10 13 1069
1970 10 14 863
1970 10 15 817
1970 10 16 716
1970 10 17 801
1970 10 18 677
1970 10 19 1182
1970 10 20 1069
1970 10 21 1087
1970 10 22 1222
1970 10 23 1008
1970 10 24 1407
1970 10 25 792
1970 10 26 1002
1970 10 27 616
1970 10 28 884
1970 10 29 797
1970 10 30 830
1970 10 31 631
1970 11 01 675
1970 11 02 597
1970 11 03 690
1970 11 04 589
1970 11 05 586
1970 11 06 884
1970 11 07 583
1970 11 08 786
1970 11 09 1394
1970 11 10 897
1970 11 11 997
1970 11 12 1080
1970 11 13 773
1970 11 14 910
1970 11 15 589
1970 11 16 1099
1970 11 17 993
1970 11 18 1292
1970 11 19 1084
1970 11 20 677
1970 11 21 508
1970 11 22 623
1970 11 23 1320
1970 11 24 2222
1970 11 25 2206
1970 11 26 2004
1970 11 27 1094
1970 11 28 1696
1970 11 29 1699
1970 11 30 1806
1970 12 01 1102
1970 12 02 1298
1970 12 03 1756
1970 12 04 476
1970 12 05 1402
1970 12 06 1606
1970 12 07 1998
1970 12 08 1765
1970 12 09 878
1970 12 10 1180
1970 12 11 1563
1970 12 12 1063
1970 12 13 755
1970 12 14 1284
1970 12 15 1648
1970 12 16 1506
1970 12 17 1143
1970 12 18 1249
1970 12 19 964
1970 12 20 484
1970 12 21 1648
1970 12 22 568
1970 12 23 846
1970 12 24 588
1970 12 25 864
1970 12 26 863
1970 12 27 973
1970 12 28 668
1970 12 29 1031
1970 12 30 1288
1970 12 31 1016
1971 01 01 862
1971 01 02 513
1971 01 03 496
1971 01 04 513
1971 01 05 765
1971 01 06 470
1971 01 07 1129
1971 01 08 1129
1971 01 09 1301
1971 01 10 1129
1971 01 11 1215
1971 01 12 897
1971 01 13 1033
1971 01 14 1100
1971 01 15 1859
1971 01 16 1223
1971 01 17 1121
1971 01 18 853
1971 01 19 1923
1971 01 20 1927
1971 01 21 1756
1971 01 22 2241
1971 01 23 1711
1971 01 24 1694
1971 01 25 1580
1971 01 26 1996
1971 01 27 1359
1971 01 28 1557
1971 01 29 1707
1971 01 30 4792
1971 01 31 9982
1971 02 01 13623
1971 02 02 11139
1971 02 03 8400
1971 02 04 6393
1971 02 05 5144
1971 02 06 4312
1971 02 07 3732
1971 02 08 3189
1971 02 09 2852
1971 02 10 3880
1971 02 11 2959
1971 02 12 3004
1971 02 13 3300
1971 02 14 3557
1971 02 15 3983
1971 02 16 3467
1971 02 17 3208
1971 02 18 3087
1971 02 19 2779
1971 02 20 2458
1971 02 21 2282
1971 02 22 2211
1971 02 23 2454
1971 02 24 2459
1971 02 25 2056
1971 02 26 2049
1971 02 27 1770
1971 02 28 1667
1971 03 01 1832
1971 03 02 1973
1971 03 03 1590
1971 03 04 1499
1971 03 05 1544
1971 03 06 1432
1971 03 07 1601
1971 03 08 1442
1971 03 09 1544
1971 03 10 1848
1971 03 11 1226
1971 03 12 1624
1971 03 13 1501
1971 03 14 1154
1971 03 15 1480
1971 03 16 1249
1971 03 17 1077
1971 03 18 1285
1971 03 19 1147
1971 03 20 840
1971 03 21 1032
1971 03 22 1221
1971 03 23 1461
1971 03 24 1164
1971 03 25 1307
1971 03 26 1588
1971 03 27 1164
1971 03 28 1167
1971 03 29 1627
1971 03 30 1421
1971 03 31 1421
1971 04 01 1439
1971 04 02 1320
1971 04 03 1502
1971 04 04 1381
1971 04 05 1432
1971 04 06 1832
1971 04 07 2414
1971 04 08 2771
1971 04 09 2454
1971 04 10 3791
1971 04 11 2771
1971 04 12 3311
1971 04 13 3292
1971 04 14 3339
1971 04 15 4293
1971 04 16 4205
1971 04 17 3973
1971 04 18 4027
1971 04 19 4294
1971 04 20 5101
1971 04 21 5382
1971 04 22 6230
1971 04 23 7734
1971 04 24 9863
1971 04 25 12834
1971 04 26 12352
1971 04 27 9944
1971 04 28 8583
1971 04 29 7682
1971 04 30 7103
1971 05 01 8205
1971 05 02 10547
1971 05 03 14850
1971 05 04 20245
1971 05 05 24776
1971 05 06 22183
1971 05 07 18715
1971 05 08 19618
1971 05 09 21419
1971 05 10 20867
1971 05 11 21717
1971 05 12 24295
1971 05 13 27744
1971 05 14 24475
1971 05 15 18826
1971 05 16 16622
1971 05 17 13918
1971 05 18 12290
1971 05 19 11375
1971 05 20 10504
1971 05 21 9228
1971 05 22 8498
1971 05 23 8950
1971 05 24 10594
1971 05 25 15182
1971 05 26 19265
1971 05 27 25780
1971 05 28 29580
1971 05 29 28437
1971 05 30 26607
1971 05 31 22372
1971 06 01 18870
1971 06 02 17471
1971 06 03 16501
1971 06 04 17207
1971 06 05 21900
1971 06 06 20030
1971 06 07 18104
1971 06 08 21228
1971 06 09 21139
1971 06 10 19195
1971 06 11 17454
1971 06 12 16088
1971 06 13 16481
1971 06 14 18095
1971 06 15 14868
1971 06 16 12680
1971 06 17 11612
1971 06 18 11782
1971 06 19 13063
1971 06 20 12922
1971 06 21 15040
1971 06 22 16713
1971 06 23 17845
1971 06 24 16898
1971 06 25 15898
1971 06 26 14072
1971 06 27 11925
1971 06 28 10466
1971 06 29 9551
1971 06 30 7740
1971 07 01 7255
1971 07 02 7439
1971 07 03 8013
1971 07 04 7995
1971 07 05 7025
1971 07 06 7709
1971 07 07 6580
1971 07 08 6107
1971 07 09 6112
1971 07 10 6658
1971 07 11 7961
1971 07 12 5834
1971 07 13 5343
1971 07 14 5453
1971 07 15 5353
1971 07 16 5261
1971 07 17 5446
1971 07 18 5313
1971 07 19 5017
1971 07 20 4741
1971 07 21 4537
1971 07 22 4319
1971 07 23 3964
1971 07 24 3846
1971 07 25 3374
1971 07 26 3282
1971 07 27 2984
1971 07 28 3504
1971 07 29 2342
1971 07 30 2504
1971 07 31 2350
1971 08 01 2430
1971 08 02 2430
1971 08 03 2086
1971 08 04 2204
1971 08 05 2152
1971 08 06 2150
1971 08 07 2150
1971 08 08 1796
1971 08 09 1914
1971 08 10 1590
1971 08 11 1750
1971 08 12 1218
1971 08 13 1444
1971 08 14 1275
1971 08 15 1258
1971 08 16 1220
1971 08 17 1151
1971 08 18 929
1971 08 19 1162
1971 08 20 864
1971 08 21 1160
1971 08 22 1094
1971 08 23 1391
1971 08 24 901
1971 08 25 906
1971 08 26 904
1971 08 27 907
1971 08 28 788
1971 08 29 899
1971 08 30 1360
1971 08 31 1361
1971 09 01 1035
1971 09 02 1153
1971 09 03 1031
1971 09 04 803
1971 09 05 921
1971 09 06 674
1971 09 07 1195
1971 09 08 895
1971 09 09 942
1971 09 10 1015
1971 09 11 1041
1971 09 12 557
1971 09 13 843
1971 09 14 444
1971 09 15 733
1971 09 16 738
1971 09 17 516
1971 09 18 496
1971 09 19 455
1971 09 20 930
1971 09 21 805
1971 09 22 643
1971 09 23 597
1971 09 24 714
1971 09 25 440
1971 09 26 673
1971 09 27 1241
1971 09 28 642
1971 09 29 632
1971 09 30 1080
1971 10 01 242
1971 10 02 604
1971 10 03 600
1971 10 04 572
1971 10 05 584
1971 10 06 491
1971 10 07 502
1971 10 08 513
1971 10 09 495
1971 10 10 734
1971 10 11 386
1971 10 12 558
1971 10 13 2228
1971 10 14 477
1971 10 15 293
1971 10 16 455
1971 10 17 489
1971 10 18 617
1971 10 19 1796
1971 10 20 916
1971 10 21 796
1971 10 22 670
1971 10 23 378
1971 10 24 816
1971 10 25 901
1971 10 26 1704
1971 10 27 1016
1971 10 28 509
1971 10 29 641
1971 10 30 337
1971 10 31 927
1971 11 01 633
1971 11 02 992
1971 11 03 2121
1971 11 04 770
1971 11 05 831
1971 11 06 488
1971 11 07 548
1971 11 08 750
1971 11 09 695
1971 11 10 816
1971 11 11 608
1971 11 12 894
1971 11 13 1212
1971 11 14 632
1971 11 15 722
1971 11 16 788
1971 11 17 531
1971 11 18 958
1971 11 19 951
1971 11 20 716
1971 11 21 965
1971 11 22 141
1971 11 23 754
1971 11 24 1443
1971 11 25 1249
1971 11 26 685
1971 11 27 879
1971 11 28 469
1971 11 29 686
1971 11 30 777
1971 12 01 777
1971 12 02 475
1971 12 03 391
1971 12 04 1427
1971 12 05 606
1971 12 06 565
1971 12 07 585
1971 12 08 142
1971 12 09 716
1971 12 10 837
1971 12 11 917
1971 12 12 575
1971 12 13 1036
1971 12 14 1025
1971 12 15 365
1971 12 16 1083
1971 12 17 1015
1971 12 18 1410
1971 12 19 872
1971 12 20 1213
1971 12 21 833
1971 12 22 754
1971 12 23 532
1971 12 24 632
1971 12 25 478
1971 12 26 432
1971 12 27 376
1971 12 28 786
1971 12 29 604
1971 12 30 906
1971 12 31 683
1972 01 01 813
1972 01 02 593
1972 01 03 382
1972 01 04 692
1972 01 05 1262
1972 01 06 601
1972 01 07 829
1972 01 08 1049
1972 01 09 872
1972 01 10 739
1972 01 11 1186
1972 01 12 521
1972 01 13 251
1972 01 14 684
1972 01 15 984
1972 01 16 636
1972 01 17 676
1972 01 18 1005
1972 01 19 1385
1972 01 20 2030
1972 01 21 1696
1972 01 22 1249
1972 01 23 1120
1972 01 24 1045
1972 01 25 1079
1972 01 26 34
1972 01 27 268
1972 01 28 1013
1972 01 29 625
1972 01 30 502
1972 01 31 113
1972 02 01 491
1972 02 02 425
1972 02 03 231
1972 02 04 304
1972 02 05 745
1972 02 06 704
1972 02 07 864
1972 02 08 871
1972 02 09 628
1972 02 10 599
1972 02 11 447
1972 02 12 1183
1972 02 13 533
1972 02 14 768
1972 02 15 1209
1972 02 16 768
1972 02 17 802
1972 02 18 1094
1972 02 19 684
1972 02 20 687
1972 02 21 753
1972 02 22 926
1972 02 23 956
1972 02 24 691
1972 02 25 760
1972 02 26 610
1972 02 27 1931
1972 02 28 2078
1972 02 29 2422
1972 03 01 1956
1972 03 02 1532
1972 03 03 1487
1972 03 04 1274
1972 03 05 2305
1972 03 06 2592
1972 03 07 2050
1972 03 08 1832
1972 03 09 1546
1972 03 10 1847
1972 03 11 2085
1972 03 12 2610
1972 03 13 2999
1972 03 14 3622
1972 03 15 3109
1972 03 16 3379
1972 03 17 5374
1972 03 18 6573
1972 03 19 6297
1972 03 20 6001
1972 03 21 4899
1972 03 22 4466
1972 03 23 5608
1972 03 24 5500
1972 03 25 4879
1972 03 26 4230
1972 03 27 3432
1972 03 28 2962
1972 03 29 2769
1972 03 30 2821
1972 03 31 2731
1972 04 01 2942
1972 04 02 3438
1972 04 03 2966
1972 04 04 3093
1972 04 05 3247
1972 04 06 5244
1972 04 07 5473
1972 04 08 4969
1972 04 09 4395
1972 04 10 3991
1972 04 11 3687
1972 04 12 3584
1972 04 13 3303
1972 04 14 3384
1972 04 15 3134
1972 04 16 3104
1972 04 17 2948
1972 04 18 2939
1972 04 19 2541
1972 04 20 2909
1972 04 21 2373
1972 04 22 3015
1972 04 23 2687
1972 04 24 3165
1972 04 25 3530
1972 04 26 4055
1972 04 27 4456
1972 04 28 5950
1972 04 29 8564
1972 04 30 7346
1972 05 01 6350
1972 05 02 6198
1972 05 03 6427
1972 05 04 7250
1972 05 05 8114
1972 05 06 8279
1972 05 07 7540
1972 05 08 6743
1972 05 09 6772
1972 05 10 6223
1972 05 11 6497
1972 05 12 7023
1972 05 13 9639
1972 05 14 14045
1972 05 15 21033
1972 05 16 23573
1972 05 17 24885
1972 05 18 25245
1972 05 19 21598
1972 05 20 23664
1972 05 21 24112
1972 05 22 23415
1972 05 23 20429
1972 05 24 17685
1972 05 25 14533
1972 05 26 12605
1972 05 27 11437
1972 05 28 13760
1972 05 29 19284
1972 05 30 25331
1972 05 31 31855
1972 06 01 34676
1972 06 02 35350
1972 06 03 30098
1972 06 04 27224
1972 06 05 28358
1972 06 06 27252
1972 06 07 30033
1972 06 08 30301
1972 06 09 30512
1972 06 10 30528
1972 06 11 30658
1972 06 12 23641
1972 06 13 16754
1972 06 14 13729
1972 06 15 13485
1972 06 16 17292
1972 06 17 19378
1972 06 18 19378
1972 06 19 14640
1972 06 20 12921
1972 06 21 13128
1972 06 22 12449
1972 06 23 12166
1972 06 24 12067
1972 06 25 10734
1972 06 26 10703
1972 06 27 9586
1972 06 28 9171
1972 06 29 10899
1972 06 30 11413
1972 07 01 11446
1972 07 02 9475
1972 07 03 7720
1972 07 04 7173
1972 07 05 7169
1972 07 06 7582
1972 07 07 7964
1972 07 08 8323
1972 07 09 7738
1972 07 10 6673
1972 07 11 6516
1972 07 12 5470
1972 07 13 6543
1972 07 14 7094
1972 07 15 6166
1972 07 16 5836
1972 07 17 4668
1972 07 18 5478
1972 07 19 4676
1972 07 20 4137
1972 07 21 3868
1972 07 22 3992
1972 07 23 3558
1972 07 24 3442
1972 07 25 3560
1972 07 26 3681
1972 07 27 3453
1972 07 28 3323
1972 07 29 2969
1972 07 30 3205
1972 07 31 2966
1972 08 01 2628
1972 08 02 3776
1972 08 03 3033
1972 08 04 2679
1972 08 05 2445
1972 08 06 2334
1972 08 07 2408
1972 08 08 2216
1972 08 09 2096
1972 08 10 1911
1972 08 11 1715
1972 08 12 1992
1972 08 13 1756
1972 08 14 1754
1972 08 15 1872
1972 08 16 1992
1972 08 17 1400
1972 08 18 1631
1972 08 19 1736
1972 08 20 1733
1972 08 21 1615
1972 08 22 1381
1972 08 23 1382
1972 08 24 1271
1972 08 25 1186
1972 08 26 1164
1972 08 27 1282
1972 08 28 1045
1972 08 29 1282
1972 08 30 806
1972 08 31 688
1972 09 01 944
1972 09 02 942
1972 09 03 824
1972 09 04 942
1972 09 05 939
1972 09 06 1053
1972 09 07 976
1972 09 08 878
1972 09 09 813
1972 09 10 577
1972 09 11 931
1972 09 12 813
1972 09 13 1155
1972 09 14 813
1972 09 15 1279
1972 09 16 905
1972 09 17 829
1972 09 18 442
1972 09 19 1833
1972 09 20 820
1972 09 21 1744
1972 09 22 708
1972 09 23 1662
1972 09 24 965
1972 09 25 1152
1972 09 26 637
1972 09 27 1708
1972 09 28 1259
1972 09 29 757
1972 09 30 845
1972 10 01 837
1972 10 02 901
1972 10 03 1229
1972 10 04 843
1972 10 05 1139
1972 10 06 888
1972 10 07 986
1972 10 08 1194
1972 10 09 826
1972 10 10 1460
1972 10 11 986
1972 10 12 992
1972 10 13 1182
1972 10 14 674
1972 10 15 997
1972 10 16 999
1972 10 17 806
1972 10 18 747
1972 10 19 717
1972 10 20 943
1972 10 21 1102
1972 10 22 451
1972 10 23 1603
1972 10 24 486
1972 10 25 621
1972 10 26 1906
1972 10 27 1453
1972 10 28 1680
1972 10 29 599
1972 10 30 699
1972 10 31 545
1972 11 01 1134
1972 11 02 1436
1972 11 03 1072
1972 11 04 1329
1972 11 05 1266
1972 11 06 1292
1972 11 07 1097
1972 11 08 1030
1972 11 09 804
1972 11 10 908
1972 11 11 803
1972 11 12 698
1972 11 13 705
1972 11 14 795
1972 11 15 635
1972 11 16 800
1972 11 17 1045
1972 11 18 1054
1972 11 19 636
1972 11 20 476
1972 11 21 662
1972 11 22 819
1972 11 23 205
1972 11 24 1042
1972 11 25 1533
1972 11 26 798
1972 11 27 468
1972 11 28 795
1972 11 29 821
1972 11 30 716
1972 12 01 597
1972 12 02 548
1972 12 03 405
1972 12 04 325
1972 12 05 602
1972 12 06 199
1972 12 07 375
1972 12 08 345
1972 12 09 199
1972 12 10 199
1972 12 11 858
1972 12 12 484
1972 12 13 1311
1972 12 14 772
1972 12 15 564
1972 12 16 777
1972 12 17 1345
1972 12 18 1220
1972 12 19 1182
1972 12 20 919
1972 12 21 2618
1972 12 22 2627
1972 12 23 2813
1972 12 24 2517
1972 12 25 1721
1972 12 26 2323
1972 12 27 1513
1972 12 28 1721
1972 12 29 1214
1972 12 30 1110
1972 12 31 1007
1973 01 01 1209
1973 01 02 297
1973 01 03 1197
1973 01 04 374
1973 01 05 455
1973 01 06 556
1973 01 07 896
1973 01 08 387
1973 01 09 132
1973 01 10 676
1973 01 11 887
1973 01 12 1607
1973 01 13 1619
1973 01 14 900
1973 01 15 1198
1973 01 16 1982
1973 01 17 1884
1973 01 18 1826
1973 01 19 1462
1973 01 20 1375
1973 01 21 1078
1973 01 22 1064
1973 01 23 587
1973 01 24 1563
1973 01 25 1163
1973 01 26 795
1973 01 27 685
1973 01 28 856
1973 01 29 599
1973 01 30 926
1973 01 31 850
1973 02 01 586
1973 02 02 487
1973 02 03 352
1973 02 04 675
1973 02 05 716
1973 02 06 520
1973 02 07 649
1973 02 08 193
1973 02 09 271
1973 02 10 433
1973 02 11 463
1973 02 12 437
1973 02 13 481
1973 02 14 564
1973 02 15 624
1973 02 16 439
1973 02 17 578
1973 02 18 597
1973 02 19 444
1973 02 20 389
1973 02 21 185
1973 02 22 381
1973 02 23 188
1973 02 24 643
1973 02 25 846
1973 02 26 586
1973 02 27 550
1973 02 28 622
1973 03 01 1065
1973 03 02 1167
1973 03 03 984
1973 03 04 674
1973 03 05 933
1973 03 06 836
1973 03 07 727
1973 03 08 668
1973 03 09 1081
1973 03 10 833
1973 03 11 833
1973 03 12 906
1973 03 13 602
1973 03 14 685
1973 03 15 762
1973 03 16 762
